レース場,レース回,枠番,登録番号,選手名,支部,級別,全国勝率,当地勝率,1着率,1着数,2着率,2着数,3着率,3着数,コース平均st,コース平均st順位,今節平均st,今節平均st順位,差し率,差し数,まくり率,まくり数,まくり差し率,まくり差し数,M指数,activepoint,FL,1-2率,1-3率,M総合評価,出足,伸び足,コースstトップ率,コースst最下位率,締切予定時刻,今節成績_1-1,今節成績_1-2,今節成績_2-1,今節成績_2-2,今節成績_3-1,今節成績_3-2,今節成績_4-1,今節成績_4-2,今節成績_5-1,今節成績_5-2,今節成績_6-1,今節成績_6-2,2着が1号艇,2着が2号艇,2着が3号艇,2着が4号艇,2着が5号艇,2着が6号艇,当該コース1着合計
下関,04R,5,5330.0,安河内鈴之介,福岡,A2,6.23,4.33,0.15,8,0.19,10,0.17,9,0.14,2.8,0.13,3.0,0.0,0,0.06,3,0.06,3.0,4.4,C,,0.167,0.533,B,5,3,0.33,0.08,17:01,,,,,,,,,,,,,1,2,2,0,-,1,6.0
下関,04R,6,5375.0,庄島潤成,山口,B2,2.54,1.67,0.00,0,0.01,1,0.03,3,0.22,4.6,0.18,4.4,0.0,0,0.0,0,0.0,0.0,2.4,B+,,0.0,0.0,D,2,3,0.04,0.41,17:01,S,5,4,,4,5,6,,5.0,,,,0,0,0,0,0,-,0.0
下関,05R,1,5132.0,中野希一,埼玉,A1,7.2,4.9,0.52,42,0.20,16,0.10,8,0.15,2.8,0.11,2.8,0.14,12,0.25,21,0.04,3.0,3.0,C,,0.308,0.385,B,4,4,0.28,0.08,17:26,4,2,3,4,1,,2,1,2.0,5.0,,,-,13,17,8,4,2,44.0
下関,05R,2,5178.0,成貞琳平,愛知,B1,4.25,2.67,0.05,3,0.21,12,0.21,12,0.18,3.7,0.21,3.8,0.04,2,0.0,0,0.0,,2.4,C,,0.25,0.25,D,3,2,0.06,0.20,17:26,3,1,5,,4,6,4,6,4.0,,,,1,-,0,1,1,0,3.0
下関,05R,3,5271.0,杉山太陽,福岡,B1,3.6,3.08,0.03,1,0.10,4,0.23,9,0.16,3.3,0.16,3.2,0.0,0,0.03,1,0.0,0.0,2.8,B+,,0.0,0.167,C,4,3,0.15,0.15,17:26,5,2,3,,6,4,6,4,5.0,,,,0,1,-,0,0,0,1.0
下関,05R,4,5351.0,齊藤廉,福岡,B1,4.46,2.92,0.04,2,0.09,4,0.13,6,0.15,2.6,0.17,3.6,0.0,0,0.0,0,0.0,0.0,3.0,C,,0.333,0.5,C,4,3,0.36,0.05,17:26,1,4,5,,2,6,4,4,6.0,,,,0,0,0,-,1,0,1.0
下関,05R,5,5187.0,小坂風太,福井,B1,2.2,5.22,0.00,0,0.07,3,0.21,9,0.18,3.7,0.18,3.8,0.0,0,0.0,0,0.0,0.0,3.4,A,,0.6,0.0,C,3,3,0.19,0.09,17:26,,,,,,,,,,,,,0,0,0,0,-,0,0.0
下関,05R,6,5201.0,村上宗太郎,東京,B1,4.67,4.89,0.00,0,0.00,0,0.03,1,0.28,5.5,0.21,4.0,0.0,0,0.0,0,0.0,0.0,3.0,B+,,0.3,0.3,C,3,3,0.00,0.68,17:26,5,,1,5,6,3,2,,2.0,4.0,,,0,0,0,0,0,-,0.0
下関,06R,1,5016.0,宮田龍馬,兵庫,A1,6.71,5.84,0.73,46,0.10,6,0.08,5,0.12,2.3,0.17,3.2,0.05,3,0.08,5,0.09,6.0,3.8,C,隠F,0.4,0.222,B,4,4,0.47,0.03,17:53,2,4,4,,2,1,6,4,2.0,3.0,,,-,20,11,8,5,4,48.0
下関,06R,2,5325.0,澁川夏,大阪,B1,5.07,4.78,0.13,2,0.25,4,0.31,5,0.17,3.1,0.11,2.6,0.05,1,0.0,0,0.0,,4.0,A,,0.6,0.0,B,3,5,0.21,0.16,17:53,3,3,1,,6,2,4,,1.0,6.0,,,1,-,0,0,1,0,2.0
下関,06R,3,5130.0,上野拓馬,三重,B1,4.61,3.1,0.00,0,0.18,11,0.15,9,0.17,3.5,0.16,3.4,0.0,0,0.0,0,0.0,0.0,2.6,-,,0.389,0.333,C,3,3,0.07,0.10,17:53,6,6,4,,6,,3,1,1.0,,,,0,0,-,0,0,0,0.0
下関,06R,4,5404.0,内田壮,山口,B2,2.15,1.56,0.00,0,0.00,0,0.00,0,0.17,6.0,0.15,4.0,0.0,0,0.0,0,0.0,0.0,3.0,C,隠F,0.0,0.0,C,3,3,0.00,1.00,17:53,6,,6,5,4,,6,6,5.0,,,,,,,-,,,
下関,06R,5,5222.0,津田陸翔,広島,A2,6.51,5.5,0.04,2,0.16,8,0.18,9,0.16,3.3,0.19,4.2,0.0,0,0.0,0,0.03,2.0,2.6,-,,0.364,0.364,C,4,3,0.10,0.09,17:53,,,,,,,,,,,,,1,0,0,1,-,0,2.0
下関,06R,6,5382.0,山下心一,福岡,B1,2.55,2.45,0.01,1,0.03,3,0.09,8,0.16,3.5,0.16,4.1,0.0,0,0.0,0,0.0,0.0,3.0,C,,0.0,0.0,C,4,3,0.23,0.24,17:53,4,,3,6,6,,4,6,2.0,,,,0,0,1,0,0,-,1.0
下関,07R,1,5034.0,若林義人,静岡,A1,6.7,6.86,0.72,60,0.13,11,0.05,4,0.12,2.6,0.12,2.0,0.06,5,0.11,9,0.08,7.0,3.0,A+,,0.339,0.268,S,5,5,0.36,0.08,18:18,1,6,1,1,3,,1,2,4.0,5.0,,,-,20,17,13,9,1,60.0
下関,07R,2,5212.0,西川拓利,福岡,B1,6.04,5.77,0.16,9,0.33,19,0.16,9,0.14,2.8,0.1,1.8,0.09,5,0.07,4,0.0,,2.8,-,,0.444,0.167,C,3,3,0.27,0.09,18:18,2,,5,3,5,4,2,5,6.0,,,,4,-,1,4,0,0,9.0
下関,07R,3,5176.0,石倉拓美,山口,B2,2.7,2.44,0.05,1,0.00,0,0.05,1,0.18,3.5,0.19,4.7,0.0,0,0.0,0,0.05,1.0,2.6,B+,,1.0,0.0,C,3,3,0.11,0.16,18:18,6,,1,6,6,S,6,,6.0,,,,0,1,-,0,0,0,1.0
下関,07R,4,5216.0,長谷川晴哉,群馬,A2,6.36,6.09,0.16,9,0.16,9,0.23,13,0.14,2.4,0.13,2.3,0.0,0,0.11,6,0.0,0.0,2.4,C,,0.351,0.297,B,5,3,0.31,0.02,18:18,4,2,3,,2,5,1,,1.0,4.0,,,2,3,0,-,1,2,8.0
下関,07R,5,5328.0,井上慧人,福岡,B1,3.97,2.88,0.00,0,0.10,6,0.09,5,0.18,4.1,0.13,2.4,0.0,0,0.0,0,0.0,0.0,3.4,C,,0.0,1.0,D,3,2,0.08,0.22,18:18,,,,,,,,,,,,,0,0,0,0,-,0,0.0
下関,07R,6,5244.0,黒田剛,福岡,B1,4.28,2.86,0.00,0,0.07,2,0.03,1,0.16,3.7,0.19,5.2,0.0,0,0.0,0,0.0,0.0,3.0,C,未消化F,0.222,0.444,C,3,3,0.13,0.23,18:18,4,F,5,,6,,6,,6.0,,,,0,0,0,0,0,-,0.0
下関,08R,1,5127.0,沼田大都,愛知,B1,4.42,4.35,0.31,11,0.08,3,0.19,7,0.22,4.2,0.18,4.2,0.27,10,0.16,6,0.24,9.0,3.2,B+,,0.364,0.273,B,4,4,0.19,0.32,18:44,2,1,6,,3,5,5,,4.0,6.0,,,-,4,3,1,2,1,11.0
下関,08R,2,5313.0,鈴木唯央,群馬,B1,4.64,0.0,0.17,4,0.17,4,0.25,6,0.15,3.4,0.16,3.4,0.12,3,0.04,1,0.0,,2.4,-,隠F,0.0,0.5,D,2,3,0.20,0.16,18:44,5,5,6,,4,,5,5,3.0,,,,2,-,1,2,0,0,5.0
下関,08R,3,5214.0,田中宏典,佐賀,B1,4.84,4.71,0.08,4,0.12,6,0.24,12,0.16,3.5,0.15,3.0,0.02,1,0.04,2,0.02,1.0,3.0,C,,0.25,0.188,C,3,3,0.06,0.12,18:44,4,,6,5,2,,2,4,3.0,2.0,,,3,1,-,0,0,0,4.0
下関,08R,4,5375.0,庄島潤成,山口,B2,2.54,1.67,0.00,0,0.05,2,0.11,4,0.18,3.9,0.18,4.4,0.0,0,0.0,0,0.0,0.0,2.4,B+,,0.0,0.0,D,2,3,0.15,0.20,18:44,S,5,4,,4,5,6,,5.0,,,,0,0,0,-,0,0,0.0
下関,08R,5,5270.0,小玉啓太,佐賀,B1,4.54,3.29,0.00,0,0.10,4,0.15,6,0.15,3.4,0.18,2.8,0.0,0,0.0,0,0.0,0.0,2.6,-,,0.25,0.75,D,3,2,0.15,0.21,18:44,,,,,,,,,,,,,0,0,0,0,-,0,0.0
下関,08R,6,5125.0,高井雄基,愛知,A2,5.57,6.44,0.00,0,0.05,2,0.30,12,0.20,4.3,0.18,3.5,0.0,0,0.0,0,0.0,0.0,2.0,A,未消化F,0.324,0.324,B,4,4,0.18,0.40,18:44,6,3,1,1,F,,4,,4.0,,,,0,0,0,0,0,-,0.0
下関,09R,1,5201.0,村上宗太郎,東京,B1,4.67,4.89,0.50,10,0.15,3,0.10,2,0.17,3.7,0.21,4.0,0.2,4,0.2,4,0.05,1.0,3.0,B+,,0.3,0.3,C,3,3,0.10,0.15,19:13,5,,1,5,6,3,2,,2.0,4.0,,,-,3,4,1,0,3,11.0
下関,09R,2,5187.0,小坂風太,福井,B1,2.2,5.22,0.07,3,0.18,8,0.22,10,0.19,4.0,0.18,3.8,0.04,2,0.02,1,0.0,,3.4,A,,0.6,0.0,C,3,3,0.07,0.29,19:13,4,5,5,,3,,1,5,4.0,,,,1,-,0,2,0,0,3.0
下関,09R,3,5012.0,加倉侑征,福岡,A2,5.4,5.13,0.16,9,0.24,14,0.19,11,0.12,2.3,0.15,4.5,0.02,1,0.05,3,0.08,5.0,3.0,-,隠F,0.259,0.259,D,3,2,0.40,0.02,19:13,4,,3,3,3,5,4,,3.0,1.0,,,5,1,-,2,3,0,11.0
下関,09R,4,5343.0,小林礼央,広島,B1,3.56,2.15,0.02,1,0.09,4,0.11,5,0.18,3.4,0.18,3.8,0.0,0,0.02,1,0.0,0.0,3.0,S,,0.0,0.0,C,4,3,0.18,0.11,19:13,2,5,4,,1,3,S,3,2.0,,,,0,1,0,-,0,0,1.0
下関,09R,5,5332.0,村松遥輝,静岡,B1,4.39,4.44,0.05,3,0.05,3,0.09,5,0.15,2.6,0.19,4.2,0.0,0,0.0,0,0.02,1.0,3.0,-,未消化F,0.727,0.091,D,2,3,0.35,0.02,19:13,,,,,,,,,,,,,2,0,1,0,-,0,3.0
下関,09R,6,5131.0,江藤敦宏,福岡,B1,3.89,2.57,0.04,1,0.04,1,0.08,2,0.17,3.3,0.17,4.2,0.0,0,0.0,0,0.05,1.0,3.0,A+,,0.0,0.667,C,3,3,0.23,0.18,19:13,5,,1,2,4,6,3,,2.0,5.0,,,0,0,0,1,0,-,1.0
下関,10R,1,5222.0,津田陸翔,広島,A2,6.51,5.5,0.64,37,0.05,3,0.10,6,0.17,3.6,0.19,4.2,0.05,3,0.15,9,0.1,6.0,2.6,-,,0.364,0.364,C,4,3,0.15,0.15,19:40,2,1,2,4,3,,3,2,4.0,3.0,,,-,17,13,4,4,1,39.0
下関,10R,2,5016.0,宮田龍馬,兵庫,A1,6.71,5.84,0.22,12,0.29,16,0.25,14,0.14,2.9,0.17,3.2,0.15,8,0.08,4,0.0,,3.8,C,隠F,0.4,0.222,B,4,4,0.23,0.11,19:40,2,4,4,,2,1,6,4,2.0,3.0,,,5,-,2,3,2,0,12.0
下関,10R,3,5133.0,堀越雄貴,東京,B1,5.58,0.0,0.14,6,0.12,5,0.35,15,0.17,3.4,0.16,4.1,0.0,0,0.16,7,0.02,1.0,4.2,B+,,0.143,0.429,A,5,4,0.13,0.11,19:40,4,,3,2,1,4,3,,3.0,4.0,,,3,3,-,0,1,1,8.0
下関,10R,4,5114.0,小林孝彰,福井,A2,5.37,6.27,0.15,8,0.15,8,0.21,11,0.16,3.0,0.14,2.8,0.04,2,0.04,2,0.06,3.0,3.6,B+,,0.257,0.314,A,5,4,0.22,0.06,19:40,3,2,1,2,1,,6,2,1.0,5.0,,,5,2,1,-,1,0,9.0
下関,10R,5,5266.0,石田勇斗,愛知,B1,4.76,0.0,0.11,4,0.05,2,0.03,1,0.15,3.1,0.08,2.6,0.0,0,0.0,0,0.09,3.0,2.6,A,,0.273,0.273,C,3,3,0.21,0.12,19:40,,,,,,,,,,,,,2,1,0,1,-,1,5.0
下関,10R,6,5190.0,大月遊雅,東京,B1,4.36,0.0,0.03,1,0.03,1,0.10,3,0.20,4.5,0.19,3.7,0.0,0,0.0,0,0.03,1.0,3.0,A+,,0.125,0.5,C,3,4,0.05,0.44,19:40,3,4,2,,5,2,3,3,2.0,6.0,,,1,0,0,0,0,-,1.0
下関,11R,1,5275.0,松田淳平,三重,A2,6.61,3.13,0.50,23,0.20,9,0.09,4,0.14,2.8,0.13,2.3,0.08,4,0.14,7,0.12,6.0,3.6,B+,,0.217,0.304,A,5,4,0.45,0.12,20:06,2,,2,1,5,1,4,,1.0,3.0,,,-,6,8,6,4,2,26.0
下関,11R,2,5330.0,安河内鈴之介,福岡,A2,6.23,4.33,0.19,10,0.19,10,0.20,11,0.15,3.0,0.13,3.0,0.04,2,0.05,3,0.0,,4.4,C,,0.167,0.533,B,5,3,0.29,0.13,20:06,3,4,1,,2,3,1,,1.0,4.0,,,4,-,2,1,1,1,9.0
下関,11R,3,5216.0,長谷川晴哉,群馬,A2,6.36,6.09,0.26,15,0.30,17,0.16,9,0.16,3.0,0.13,2.3,0.04,2,0.09,5,0.12,7.0,2.4,C,,0.351,0.297,B,5,3,0.23,0.07,20:06,4,2,3,,2,5,1,,1.0,4.0,,,9,1,-,2,3,1,16.0
下関,11R,4,5132.0,中野希一,埼玉,A1,7.2,4.9,0.20,13,0.38,24,0.16,10,0.12,2.5,0.11,2.8,0.03,2,0.09,6,0.1,7.0,3.0,C,,0.308,0.385,B,4,4,0.38,0.04,20:06,4,2,3,4,1,,2,1,2.0,5.0,,,6,3,4,-,3,1,17.0
下関,11R,5,5034.0,若林義人,静岡,A1,6.7,6.86,0.02,1,0.25,13,0.19,10,0.15,3.1,0.12,2.0,0.0,0,0.0,0,0.0,0.0,3.0,A+,,0.339,0.268,S,5,5,0.18,0.08,20:06,,,,,,,,,,,,,0,1,0,0,-,0,1.0
下関,11R,6,5325.0,澁川夏,大阪,B1,5.07,4.78,0.01,1,0.03,3,0.17,15,0.15,3.5,0.11,2.6,0.0,0,0.0,0,0.01,1.0,4.0,A,,0.6,0.0,B,3,5,0.22,0.20,20:06,3,3,1,,6,2,4,,1.0,6.0,,,1,0,0,0,0,-,1.0
下関,12R,1,5145.0,島川海輝,山口,A2,5.76,5.77,0.73,54,0.09,7,0.05,4,0.14,2.6,0.14,2.5,0.04,3,0.07,5,0.13,10.0,4.2,S,,0.431,0.157,A,5,4,0.36,0.08,20:35,1,5,2,,1,2,1,1,3.0,1.0,,,-,23,12,10,6,5,56.0
下関,12R,2,5220.0,青木蓮,埼玉,A1,6.04,0.0,0.18,11,0.27,17,0.15,9,0.13,2.7,0.12,2.8,0.07,4,0.09,5,0.0,,4.0,A+,隠F,0.286,0.262,B,4,4,0.26,0.06,20:35,3,1,2,,2,2,1,6,4.0,1.0,,,4,-,1,2,2,0,9.0
下関,12R,3,5018.0,竹下大樹,福岡,A1,6.45,6.08,0.20,13,0.28,18,0.22,14,0.15,2.9,0.14,3.0,0.02,1,0.05,3,0.12,8.0,3.8,A+,,0.306,0.258,B,4,4,0.18,0.05,20:35,2,1,5,,1,1,2,3,2.0,1.0,,,8,2,-,1,2,0,13.0
下関,12R,4,5221.0,竹間隆晟,大阪,A1,6.5,7.39,0.16,9,0.15,8,0.31,17,0.14,3.0,0.15,3.7,0.02,1,0.09,5,0.02,1.0,3.6,B+,,0.26,0.28,A,5,4,0.18,0.09,20:35,1,3,1,3,5,,3,1,3.0,2.0,,,3,1,0,-,4,0,8.0
下関,12R,5,5185.0,加藤優弥,福井,B1,5.13,5.5,0.06,3,0.12,6,0.22,11,0.16,3.3,0.13,2.5,0.0,0,0.02,1,0.04,2.0,4.4,S,隠F,0.28,0.32,B,4,4,0.14,0.08,20:35,,,,,,,,,,,,,1,2,0,1,-,0,4.0
下関,12R,6,5137.0,川原涼,愛知,B1,5.31,0.0,0.00,0,0.16,8,0.10,5,0.19,4.4,0.14,2.2,0.0,0,0.0,0,0.0,0.0,3.4,A+,,0.5,0.318,A,4,5,0.08,0.33,20:35,3,,2,5,1,4,2,,1.0,2.0,,,0,0,0,0,0,-,0.0
徳山,01R,1,4014.0,片岡恵里,山口,A2,5.5,6.2,0.56,35,0.23,14,0.08,5,0.16,3.0,0.0,0.0,0.08,5,0.19,12,0.11,7.0,,,,0.394,0.364,C,3,3,0.27,0.16,08:46,,,,,,,,,,,,,-,14,13,7,1,0,35.0
徳山,01R,2,3357.0,福島陽子,岡山,B1,3.98,4.73,0.02,1,0.26,12,0.26,12,0.19,4.0,0.0,0.0,0.02,1,0.0,0,0.0,,,,,0.5,0.25,C,3,3,0.06,0.19,08:46,,,,,,,,,,,,,1,-,0,0,0,0,1.0
徳山,01R,3,4071.0,古賀千晶,兵庫,B1,4.63,4.25,0.13,4,0.16,5,0.35,11,0.19,3.3,0.0,0.0,0.03,1,0.07,2,0.03,1.0,,,,0.286,0.286,C,3,3,0.10,0.13,08:46,,,,,,,,,,,,,1,1,-,2,0,0,4.0
徳山,01R,4,4349.0,犬童千秋,福岡,B1,4.34,4.95,0.11,4,0.19,7,0.05,2,0.16,2.8,0.0,0.0,0.03,1,0.08,3,0.03,1.0,,,,0.25,0.583,C,3,3,0.33,0.05,08:46,,,,,,,,,,,,,3,1,0,-,1,0,5.0
徳山,01R,5,4484.0,稲生夏季,東京,B1,4.88,4.83,0.05,2,0.07,3,0.31,13,0.20,4.3,0.0,0.0,0.0,0,0.02,1,0.0,0.0,,,,0.4,0.2,C,3,3,0.04,0.20,08:46,,,,,,,,,,,,,2,0,0,0,-,0,2.0
徳山,01R,6,5391.0,出穂和鼓,山口,B2,1.82,1.15,0.00,0,0.00,0,0.02,2,0.20,3.9,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,0.0,D,2,3,0.18,0.36,08:46,,,,,,,,,,,,,,,,,,-,
徳山,02R,1,4546.0,浜田亜理沙,埼玉,A1,5.85,0.0,0.67,35,0.19,10,0.00,0,0.16,2.8,0.0,0.0,0.12,6,0.1,5,0.12,6.0,,,,0.4,0.2,A,5,5,0.37,0.12,09:12,,,,,,,,,,,,,-,14,7,8,3,3,35.0
徳山,02R,2,4400.0,加藤奈月,福井,B1,3.93,5.29,0.00,0,0.24,10,0.22,9,0.19,3.7,0.0,0.0,0.0,0,0.0,0,0.0,,,,,0.4,0.4,B,4,4,0.05,0.10,09:12,,,,,,,,,,,,,0,-,0,0,0,0,0.0
徳山,02R,3,5231.0,寺田空詩,山口,A2,4.81,3.44,0.13,5,0.08,3,0.28,11,0.17,3.3,0.0,0.0,0.0,0,0.03,1,0.05,2.0,,,,0.625,0.312,B,5,3,0.18,0.11,09:12,,,,,,,,,,,,,3,0,-,0,1,0,4.0
徳山,02R,4,4781.0,西舘果里,東京,B2,5.0,0.0,0.08,2,0.08,2,0.19,5,0.19,3.5,0.0,0.0,0.0,0,0.08,2,0.0,0.0,,,,0.167,0.333,B,4,4,0.20,0.16,09:12,,,,,,,,,,,,,1,1,0,-,0,0,2.0
徳山,02R,5,3618.0,海野ゆかり,広島,A1,6.35,6.68,0.02,1,0.20,10,0.16,8,0.17,3.3,0.0,0.0,0.0,0,0.02,1,0.02,1.0,,,,0.333,0.405,B,4,4,0.13,0.10,09:12,,,,,,,,,,,,,1,0,0,0,-,1,2.0
徳山,02R,6,5123.0,福山恵里奈,山口,B1,4.17,4.27,0.00,0,0.03,1,0.13,4,0.18,3.8,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.375,0.312,C,3,3,0.16,0.18,09:12,,,,,,,,,,,,,0,0,0,0,0,-,0.0
徳山,03R,1,4208.0,三浦永理,静岡,A1,7.05,6.8,0.64,44,0.17,12,0.09,6,0.16,3.3,0.0,0.0,0.07,5,0.13,9,0.14,10.0,,,,0.381,0.357,A,5,4,0.21,0.11,09:38,,,,,,,,,,,,,-,17,15,6,6,2,46.0
徳山,03R,2,5156.0,坂野さくら,福井,B1,4.42,4.5,0.09,5,0.24,13,0.16,9,0.19,3.7,0.0,0.0,0.05,3,0.04,2,0.0,,,,,0.368,0.105,C,3,3,0.11,0.16,09:38,,,,,,,,,,,,,1,-,2,1,1,0,5.0
徳山,03R,3,3509.0,池千夏,香川,B1,3.64,3.29,0.05,2,0.10,4,0.10,4,0.15,2.8,0.0,0.0,0.0,0,0.0,0,0.03,1.0,,,,0.6,0.2,C,4,3,0.31,0.13,09:38,,,,,,,,,,,,,1,0,-,0,0,0,1.0
徳山,03R,4,3993.0,永井聖美,東京,A2,5.38,4.7,0.11,4,0.19,7,0.22,8,0.18,3.3,0.0,0.0,0.0,0,0.03,1,0.06,2.0,,,,0.375,0.188,C,3,4,0.22,0.14,09:38,,,,,,,,,,,,,0,1,0,-,2,0,3.0
徳山,03R,5,4224.0,大橋栄里佳,福岡,A2,5.44,4.85,0.04,2,0.18,9,0.14,7,0.19,3.9,0.0,0.0,0.02,1,0.02,1,0.0,0.0,,,,0.179,0.393,B,4,4,0.06,0.14,09:38,,,,,,,,,,,,,2,0,0,1,-,0,3.0
徳山,03R,6,5397.0,寺田夢生,山口,B2,1.38,1.47,0.00,0,0.00,0,0.01,1,0.19,3.7,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,0.0,C,3,4,0.25,0.30,09:38,,,,,,,,,,,,,,,,,,-,
徳山,04R,1,4556.0,竹井奈美,福岡,A1,6.56,7.14,0.72,28,0.18,7,0.05,2,0.15,2.8,0.0,0.0,0.17,7,0.05,2,0.02,1.0,,,,0.286,0.214,C,3,3,0.37,0.07,10:04,,,,,,,,,,,,,-,10,6,7,4,3,30.0
徳山,04R,2,4183.0,宇野弥生,愛知,A2,4.81,3.89,0.24,14,0.20,12,0.15,9,0.14,2.5,0.0,0.0,0.12,7,0.1,6,0.0,,,,,0.333,0.373,D,2,2,0.29,0.05,10:04,,,,,,,,,,,,,5,-,7,0,3,0,15.0
徳山,04R,3,5357.0,田中瀬里奈,埼玉,B2,1.51,1.47,0.00,0,0.00,0,0.00,0,0.19,2.9,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.0,0.0,B,4,4,0.30,0.00,10:04,,,,,,,,,,,,,,,-,,,,
徳山,04R,4,5146.0,野田彩加,山口,B1,5.33,5.09,0.09,4,0.11,5,0.30,14,0.18,3.3,0.0,0.0,0.0,0,0.02,1,0.05,2.0,,,,0.105,0.368,C,4,3,0.14,0.07,10:04,,,,,,,,,,,,,0,1,1,-,1,0,3.0
徳山,04R,5,4065.0,金田幸子,岡山,B1,4.65,5.97,0.16,5,0.16,5,0.09,3,0.17,3.8,0.0,0.0,0.03,1,0.03,1,0.05,2.0,,,,0.19,0.381,C,3,4,0.05,0.08,10:04,,,,,,,,,,,,,0,0,2,1,-,2,5.0
徳山,04R,6,4940.0,白石有美,東京,B1,0.0,1.56,0.00,0,0.05,1,0.00,0,0.17,4.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,,1.0,0.0,C,3,3,0.12,0.23,10:04,,,,,,,,,,,,,0,0,0,0,0,-,0.0
徳山,05R,1,4045.0,佐々木裕美,山口,B1,4.2,5.66,0.41,19,0.26,12,0.11,5,0.18,3.5,0.0,0.0,0.21,10,0.17,8,0.17,8.0,,,,0.211,0.211,B,4,4,0.13,0.13,10:30,,,,,,,,,,,,,-,5,3,9,1,1,19.0
徳山,05R,2,4738.0,清埜翔子,埼玉,A2,5.64,5.78,0.32,18,0.18,10,0.18,10,0.17,3.2,0.0,0.0,0.25,14,0.07,4,0.0,,,,,0.38,0.24,B,4,4,0.23,0.14,10:30,,,,,,,,,,,,,11,-,3,2,2,0,18.0
徳山,05R,3,4244.0,鈴木成美,静岡,B1,2.9,3.22,0.06,2,0.16,5,0.19,6,0.14,2.4,0.0,0.0,0.0,0,0.06,2,0.0,0.0,,,,0.417,0.333,D,2,3,0.23,0.03,10:30,,,,,,,,,,,,,1,1,-,0,0,0,2.0
徳山,05R,4,3232.0,山川美由紀,香川,A2,6.44,0.0,0.13,5,0.16,6,0.21,8,0.17,3.3,0.0,0.0,0.05,2,0.08,3,0.0,0.0,,,,0.2,0.32,D,2,3,0.15,0.03,10:30,,,,,,,,,,,,,1,1,1,-,0,2,5.0
徳山,05R,5,5264.0,登みひ果,兵庫,B1,5.19,4.18,0.06,3,0.12,6,0.12,6,0.14,2.7,0.0,0.0,0.0,0,0.02,1,0.04,2.0,,,,0.167,0.333,D,3,2,0.31,0.04,10:30,,,,,,,,,,,,,1,2,0,0,-,0,3.0
徳山,05R,6,3943.0,三松直美,岡山,B2,1.86,0.0,#DIV/0!,0,#DIV/0!,0,#DIV/0!,0,0.24,4.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,,,,C,4,3,0.25,0.50,10:30,,,,,,,,,,,,,,,,,,-,
徳山,06R,1,4349.0,犬童千秋,福岡,B1,4.34,4.95,0.36,12,0.30,10,0.15,5,0.16,3.0,0.0,0.0,0.18,6,0.15,5,0.21,7.0,,,,0.25,0.583,C,3,3,0.30,0.12,10:59,,,,,,,,,,,,,-,3,7,1,1,1,13.0
徳山,06R,2,4714.0,喜多須杏奈,徳島,B1,4.88,4.44,0.06,3,0.25,13,0.21,11,0.17,3.3,0.0,0.0,0.04,2,0.02,1,0.0,,,,,0.263,0.316,#N/A!,#N/A!,#N/A!,0.20,0.09,10:59,,,,,,,,,,,,,2,-,0,1,0,0,3.0
徳山,06R,3,5188.0,武井莉里佳,兵庫,A2,6.14,4.21,0.20,11,0.24,13,0.22,12,0.18,3.4,0.0,0.0,0.02,1,0.14,8,0.05,3.0,,,,0.182,0.318,#N/A!,#N/A!,#N/A!,0.09,0.04,10:59,,,,,,,,,,,,,5,2,-,3,2,0,12.0
徳山,06R,4,4400.0,加藤奈月,福井,B1,3.93,5.29,0.00,0,0.06,2,0.22,8,0.17,3.5,0.0,0.0,0.0,0,0.0,0,0.0,0.0,,,,0.4,0.4,B,4,4,0.08,0.08,10:59,,,,,,,,,,,,,0,0,0,-,0,0,0.0
徳山,06R,5,5283.0,植木美帆,東京,B1,2.28,1.38,0.07,2,0.00,0,0.11,3,0.19,3.4,0.0,0.0,0.0,0,0.0,0,0.08,2.0,,,,0.333,0.333,#N/A!,#N/A!,#N/A!,0.19,0.23,10:59,,,,,,,,,,,,,0,0,1,1,-,0,2.0
徳山,06R,6,4011.0,堀之内紀代子,岡山,A1,5.58,5.44,0.06,3,0.12,6,0.16,8,0.17,3.4,0.0,0.0,0.0,0,0.06,3,0.0,0.0,,,,0.211,0.395,B,3,5,0.29,0.20,10:59,,,,,,,,,,,,,2,0,0,0,1,-,3.0
徳山,07R,1,3518.0,倉田郁美,静岡,B1,3.94,5.3,0.08,2,0.35,9,0.08,2,0.22,4.1,0.0,0.0,0.46,12,0.23,6,0.12,3.0,,,,0.0,0.5,C,3,3,0.19,0.39,11:29,,,,,,,,,,,,,-,0,1,0,1,0,2.0
徳山,07R,2,4014.0,片岡恵里,山口,A2,5.5,6.2,0.13,6,0.27,13,0.27,13,0.16,3.2,0.0,0.0,0.05,2,0.07,3,0.0,,,,,0.394,0.364,C,3,3,0.07,0.05,11:29,,,,,,,,,,,,,2,-,2,0,0,1,5.0
