レース場,レース回,枠番,登録番号,選手名,支部,級別,全国勝率,当地勝率,1着率,1着数,2着率,2着数,3着率,3着数,コース平均st,コース平均st順位,今節平均st,今節平均st順位,差し率,差し数,まくり率,まくり数,まくり差し率,まくり差し数,M指数,activepoint,FL,1-2率,1-3率,M総合評価,出足,伸び足,コースstトップ率,コースst最下位率,締切予定時刻,今節成績_1-1,今節成績_1-2,今節成績_2-1,今節成績_2-2,今節成績_3-1,今節成績_3-2,今節成績_4-1,今節成績_4-2,今節成績_5-1,今節成績_5-2,今節成績_6-1,今節成績_6-2,2着が1号艇,2着が2号艇,2着が3号艇,2着が4号艇,2着が5号艇,2着が6号艇,当該コース1着合計
宮島,10R,3,3663.0,木山和幸,広島,A2,5.59,5.68,0.10,6,0.27,17,0.15,9,0.15,3.2,0.13,4.0,0.0,0,0.05,3,0.03,2.0,3.0,-,,0.423,0.385,C,4,3,0.12,0.10,15:34,3,5,2,2,,,,,,,,,2,2,-,0,2,0,6.0
宮島,10R,4,4663.0,籾山佳岳,愛知,B2,5.62,5.4,0.00,0,0.14,1,0.43,3,0.14,2.3,0.22,5.6,0.0,0,0.0,0,0.0,0.0,3.0,-,,0.333,0.0,C,3,3,0.33,0.17,15:34,4,5,4,,,,,,,,,,0,0,0,-,0,0,0.0
宮島,10R,5,4456.0,鎌倉涼,大阪,A1,7.08,5.8,0.05,2,0.11,4,0.26,10,0.17,4.2,0.18,2.7,0.0,0,0.0,0,0.05,2.0,3.2,C,,0.327,0.255,B,4,4,0.05,0.14,15:34,,,,,,,,,,,,,2,0,1,0,-,0,3.0
宮島,10R,6,5348.0,小林甘寧,広島,B1,4.31,2.68,0.03,2,0.07,5,0.05,4,0.19,3.8,0.1,1.0,0.0,0,0.0,0,0.02,2.0,2.8,C,,0.0,0.0,A,5,4,0.15,0.28,15:34,2,2,1,,,,,,,,,,2,0,0,0,0,-,2.0
宮島,11R,1,4397.0,西村拓也,大阪,A1,7.21,5.22,0.77,58,0.11,8,0.08,6,0.14,2.8,0.16,2.7,0.06,5,0.04,3,0.08,7.0,4.6,A,,0.295,0.213,A,5,4,0.39,0.10,16:14,1,3,1,1,,,,,,,,,-,19,16,14,12,4,65.0
宮島,11R,2,4094.0,中島真二,福岡,B1,4.49,4.32,0.09,5,0.24,13,0.17,9,0.19,4.3,0.14,3.2,0.04,2,0.02,1,0.0,,4.4,A+,,0.267,0.6,C,3,3,0.02,0.22,16:14,2,6,6,3,,,,,,,,,1,-,1,1,0,1,4.0
宮島,11R,3,4036.0,金田諭,埼玉,A1,6.47,6.4,0.15,9,0.27,16,0.25,15,0.18,3.5,0.16,2.0,0.04,2,0.05,3,0.05,3.0,3.0,C,,0.38,0.3,C,3,4,0.15,0.09,16:14,3,4,4,,,,,,,,,,3,2,-,2,0,2,9.0
宮島,11R,4,3350.0,藤本佳史,山口,A2,4.93,4.16,0.04,2,0.16,8,0.24,12,0.16,3.2,0.13,5.7,0.02,1,0.02,1,0.0,0.0,2.2,-,,0.407,0.259,C,3,3,0.14,0.06,16:14,5,6,1,5,,,,,,,,,1,0,1,-,0,0,2.0
宮島,11R,5,4874.0,池田奈津美,福岡,B1,4.61,4.2,0.06,2,0.18,6,0.24,8,0.18,3.3,0.13,2.3,0.0,0,0.0,0,0.0,0.0,4.8,A,,0.636,0.182,A,5,4,0.00,0.00,16:14,,,,,,,,,,,,,0,0,0,0,-,0,0.0
宮島,11R,6,4118.0,宇佐見淳,愛知,A1,5.91,6.07,0.04,2,0.13,7,0.24,13,0.16,3.3,0.18,4.3,0.0,0,0.02,1,0.02,1.0,4.0,B+,隠F,0.348,0.283,B,5,3,0.23,0.13,16:14,1,,1,2,,,,,,,,,0,1,0,1,0,-,2.0
宮島,12R,1,4543.0,重木輝彦,兵庫,A1,6.91,6.47,0.70,47,0.19,13,0.04,3,0.15,2.8,0.16,3.7,0.14,10,0.03,2,0.13,9.0,4.4,B+,未消化F,0.478,0.109,A,5,4,0.34,0.10,16:53,1,2,2,1,,,,,,,,,-,23,8,11,7,1,50.0
宮島,12R,2,4382.0,高山智至,滋賀,B1,5.13,5.73,0.06,3,0.27,14,0.22,11,0.17,3.2,0.14,3.0,0.06,3,0.0,0,0.0,,4.0,B+,,0.25,0.25,B,4,4,0.22,0.08,16:53,4,2,2,,,,,,,,,,2,-,1,0,1,0,4.0
宮島,12R,3,5193.0,米丸乃絵,福岡,A1,6.7,6.09,0.26,14,0.30,16,0.20,11,0.15,2.7,0.18,4.0,0.06,3,0.13,7,0.02,1.0,3.6,-,隠F,0.316,0.342,C,4,3,0.17,0.02,16:53,2,6,1,,,,,,,,,,4,6,-,4,1,0,15.0
宮島,12R,4,3805.0,高橋英之,東京,A2,5.08,5.52,0.10,4,0.31,12,0.23,9,0.13,2.2,0.08,1.3,0.0,0,0.11,5,0.0,0.0,3.0,-,,0.3,0.25,C,4,3,0.41,0.02,16:53,5,4,3,,,,,,,,,,1,0,0,-,2,2,5.0
宮島,12R,5,4581.0,吉村誠,静岡,A1,6.13,6.64,0.12,6,0.30,15,0.18,9,0.13,2.6,0.12,3.0,0.0,0,0.0,0,0.11,5.0,2.6,C,,0.273,0.273,C,4,3,0.25,0.00,16:53,,,,,,,,,,,,,3,2,0,1,-,0,6.0
宮島,12R,6,4560.0,庄司樹良々,東京,A2,5.97,5.8,0.00,0,0.07,3,0.27,11,0.19,4.0,0.13,3.3,0.0,0,0.0,0,0.0,0.0,3.4,B+,隠F,0.385,0.308,B,4,4,0.13,0.27,16:53,1,,3,4,,,,,,,,,0,1,0,0,0,-,1.0
丸亀,01R,1,3224.0,栗山繁洋,佐賀,B1,3.69,4.83,0.24,8,0.27,9,0.18,6,0.19,4.3,0.24,5.0,0.15,5,0.44,15,0.18,6.0,3.6,C,,0.143,0.286,B,4,4,0.09,0.27,15:30,2,6,,,,,,,,,,,-,1,2,2,0,2,7.0
丸亀,01R,2,4697.0,國弘翔平,福岡,B1,4.2,2.83,0.00,0,0.20,10,0.16,8,0.17,3.4,0.27,6.0,0.0,0,0.0,0,0.0,,3.8,A,,0.167,0.583,C,3,4,0.16,0.10,15:30,6,,,,,,,,,,,,0,-,0,0,0,0,0.0
丸亀,01R,3,4557.0,松尾光広,岡山,B1,4.11,5.0,0.08,3,0.13,5,0.23,9,0.17,3.6,0.28,5.0,0.03,1,0.0,0,0.03,1.0,3.0,C,,0.154,0.615,C,3,3,0.08,0.16,15:30,5,,,,,,,,,,,,0,0,-,0,2,0,2.0
丸亀,01R,4,4390.0,松本弓雄,徳島,B1,4.41,4.4,0.03,1,0.13,5,0.15,6,0.19,4.0,0.06,3.0,0.0,0,0.0,0,0.0,0.0,3.8,B+,,0.333,0.167,C,4,3,0.12,0.24,15:30,4,,,,,,,,,,,,0,0,0,-,0,0,0.0
丸亀,01R,5,3906.0,飯山晃三,長崎,B1,4.31,4.44,0.04,2,0.16,9,0.13,7,0.20,4.5,0.19,2.0,0.02,1,0.0,0,0.02,1.0,4.0,A,,0.077,0.538,A,5,4,0.00,0.27,15:30,,,,,,,,,,,,,0,2,0,0,-,0,2.0
丸亀,01R,6,5453.0,久保翔耶,香川,B2,0.0,0.0,#N/A!,#N/A!,#N/A!,#N/A!,#N/A!,#N/A!,#N/A!,#N/A!,0.23,6.0,0.0,#N/A!,0.0,#N/A!,0.0,,2.0,-,,,,D,3,2,#N/A!,#N/A!,15:30,6,,,,,,,,,,,,,,,,,-,
丸亀,02R,1,4177.0,萬正嗣,群馬,B1,4.5,2.2,0.52,17,0.15,5,0.09,3,0.15,2.9,0.16,4.0,0.12,4,0.15,5,0.18,6.0,3.2,C,,0.176,0.235,C,3,3,0.32,0.15,15:58,5,,,,,,,,,,,,-,4,4,3,4,3,18.0
丸亀,02R,2,5268.0,山本幸也,福岡,B1,3.77,1.81,0.05,2,0.19,7,0.16,6,0.18,4.4,0.13,3.5,0.0,0,0.0,0,0.0,,4.4,A+,,0.333,0.0,A,5,4,0.07,0.36,15:58,5,6,,,,,,,,,,,1,-,0,1,0,0,2.0
丸亀,02R,3,3809.0,吉田光,佐賀,B1,4.15,3.05,0.08,3,0.16,6,0.24,9,0.14,2.8,0.23,4.0,0.02,1,0.04,2,0.02,1.0,3.8,S,,0.375,0.25,B,5,3,0.29,0.11,15:58,5,,,,,,,,,,,,1,1,-,2,1,0,5.0
丸亀,02R,4,5054.0,佐々木大河,大阪,A2,6.33,5.44,0.10,5,0.29,15,0.17,9,0.14,2.8,0.17,2.0,0.02,1,0.05,3,0.02,1.0,4.2,S,,0.167,0.25,A,5,4,0.28,0.05,15:58,4,3,,,,,,,,,,,0,3,0,-,1,1,5.0
丸亀,02R,5,4041.0,小林基樹,山口,B2,4.49,3.84,0.00,0,0.08,3,0.13,5,0.23,4.9,0.28,6.0,0.0,0,0.0,0,0.0,0.0,2.6,-,,0.25,0.125,D,3,2,0.03,0.43,15:58,,,,,,,,,,,,,0,0,0,0,-,0,0.0
丸亀,02R,6,4931.0,木谷賢太,香川,A1,6.81,6.62,0.02,1,0.12,6,0.25,13,0.19,4.8,0.09,2.5,0.0,0,0.0,0,0.0,0.0,4.0,A,,0.354,0.25,B,4,4,0.02,0.38,15:58,3,4,,,,,,,,,,,0,0,0,0,1,-,1.0
丸亀,03R,1,3880.0,浅見宗孝,埼玉,B1,4.49,5.33,0.29,12,0.19,8,0.12,5,0.17,3.3,0.15,4.5,0.3,13,0.18,8,0.11,5.0,3.0,B+,未消化F,0.5,0.25,C,3,3,0.32,0.18,16:34,3,2,,,,,,,,,,,-,6,4,2,1,0,13.0
丸亀,03R,2,5154.0,村松栄太,広島,B1,4.77,3.96,0.13,7,0.20,11,0.20,11,0.17,3.6,0.16,2.0,0.02,1,0.08,4,0.0,,2.2,-,,0.385,0.308,D,2,3,0.12,0.14,16:34,6,,,,,,,,,,,,0,-,2,1,2,0,5.0
丸亀,03R,3,4538.0,笠置博之,大阪,A2,6.39,6.42,0.22,13,0.22,13,0.14,8,0.15,3.3,0.1,1.5,0.0,0,0.31,12,0.0,0.0,3.0,-,隠F,0.241,0.31,B,3,5,0.26,0.15,16:34,4,4,,,,,,,,,,,6,2,-,3,2,0,13.0
丸亀,03R,4,4437.0,中田元泰,香川,A1,5.81,6.28,0.15,7,0.24,11,0.24,11,0.16,2.9,0.17,2.0,0.04,2,0.08,4,0.04,2.0,3.0,-,,0.302,0.321,C,3,3,0.18,0.08,16:34,1,,,,,,,,,,,,3,1,2,-,1,1,8.0
丸亀,03R,5,5392.0,安武一也,福岡,B2,1.51,0.0,0.00,0,0.02,1,0.00,0,0.21,4.0,0.19,2.0,0.0,0,0.0,0,0.0,0.0,2.8,A,,0.0,0.0,B,4,4,0.06,0.17,16:34,,,,,,,,,,,,,,,,,-,,
丸亀,03R,6,3771.0,折下寛法,東京,B1,5.16,5.23,0.02,1,0.07,3,0.22,9,0.18,4.0,0.13,1.0,0.0,0,0.0,0,0.03,1.0,4.0,S,,0.304,0.304,A,4,5,0.08,0.26,16:34,1,,,,,,,,,,,,1,0,0,0,0,-,1.0
丸亀,04R,1,4368.0,山口隆史,福岡,B1,3.75,5.08,0.38,13,0.21,7,0.18,6,0.16,3.0,0.22,5.0,0.21,7,0.18,6,0.21,7.0,4.8,A+,,0.25,0.333,C,2,5,0.29,0.09,17:11,6,5,,,,,,,,,,,-,4,4,3,2,0,13.0
丸亀,04R,2,5032.0,谷口知優,香川,B1,5.41,5.3,0.18,8,0.16,7,0.32,14,0.15,2.9,0.15,2.0,0.13,6,0.02,1,0.0,,2.8,B+,,0.238,0.333,C,3,4,0.17,0.09,17:11,3,,,,,,,,,,,,3,-,2,1,1,1,8.0
丸亀,04R,3,3641.0,一瀬明,東京,A2,6.56,6.11,0.16,10,0.19,12,0.23,14,0.16,3.1,0.23,6.0,0.02,1,0.05,3,0.05,3.0,3.0,B+,,0.406,0.25,C,4,3,0.09,0.10,17:11,5,,,,,,,,,,,,3,0,-,0,2,3,8.0
丸亀,04R,4,4092.0,岡部大輔,佐賀,B1,4.95,5.73,0.12,6,0.06,3,0.25,13,0.15,2.9,0.12,3.0,0.0,0,0.02,1,0.06,3.0,2.8,B+,隠F,0.269,0.423,D,2,3,0.23,0.09,17:11,3,4,,,,,,,,,,,3,0,0,-,1,1,5.0
丸亀,04R,5,4967.0,中村魁生,大阪,A1,6.81,5.67,0.11,6,0.27,15,0.22,12,0.13,2.5,0.21,2.0,0.0,0,0.0,0,0.09,5.0,2.6,-,,0.244,0.293,C,3,3,0.29,0.00,17:11,,,,,,,,,,,,,2,0,1,3,-,0,6.0
丸亀,04R,6,3411.0,池上隆行,広島,B1,3.7,4.8,0.00,0,0.00,0,0.03,1,0.22,4.6,0.07,2.5,0.0,0,0.0,0,0.0,0.0,2.6,C,,0.444,0.444,C,3,3,0.05,0.45,17:11,4,5,,,,,,,,,,,0,0,0,0,0,-,0.0
丸亀,05R,1,5044.0,渡邉健,東京,B1,4.32,5.31,0.51,24,0.11,5,0.04,2,0.15,3.2,0.07,1.5,0.13,6,0.2,9,0.07,3.0,3.2,-,隠F,0.217,0.261,C,3,3,0.35,0.20,17:36,6,3,,,,,,,,,,,-,6,6,9,2,1,24.0
丸亀,05R,2,3554.0,仲口博崇,愛知,A1,6.58,6.45,0.24,16,0.24,16,0.12,8,0.17,3.7,0.16,3.5,0.06,5,0.06,5,0.0,,2.0,-,,0.39,0.271,C,3,3,0.05,0.17,17:36,3,6,,,,,,,,,,,5,-,5,2,1,1,14.0
丸亀,05R,3,4872.0,山下流心,広島,B1,4.43,5.17,0.13,7,0.20,11,0.16,9,0.17,3.3,0.24,5.0,0.0,0,0.03,2,0.05,3.0,3.2,C,,0.222,0.389,C,3,3,0.12,0.12,17:36,3,4,,,,,,,,,,,4,0,-,2,0,0,6.0
丸亀,05R,4,3741.0,松尾基成,福岡,B1,3.53,3.56,0.00,0,0.09,4,0.05,2,0.18,3.7,0.09,3.0,0.0,0,0.0,0,0.0,0.0,2.6,C,,0.077,0.308,D,3,2,0.07,0.09,17:36,2,,,,,,,,,,,,0,0,0,-,0,0,0.0
丸亀,05R,5,3568.0,木村光宏,香川,B1,4.21,5.31,0.03,1,0.06,2,0.09,3,0.17,3.6,0.14,4.0,0.0,0,0.03,1,0.0,0.0,3.0,-,,0.333,0.167,C,3,3,0.09,0.06,17:36,,,,,,,,,,,,,1,0,0,0,-,0,1.0
丸亀,05R,6,4817.0,渡邉翼,山口,A2,6.52,4.62,0.00,0,0.10,5,0.16,8,0.17,3.4,0.17,2.0,0.0,0,0.0,0,0.0,0.0,4.2,S,,0.432,0.27,B,4,4,0.21,0.23,17:36,2,,,,,,,,,,,,0,0,0,0,0,-,0.0
丸亀,06R,1,4259.0,真庭明志,長崎,A2,5.75,5.48,0.63,42,0.24,16,0.06,4,0.12,2.2,0.26,3.0,0.1,7,0.06,4,0.14,10.0,4.0,B+,,0.293,0.317,A,4,5,0.41,0.03,18:03,3,,,,,,,,,,,,-,13,15,6,8,2,44.0
丸亀,06R,2,3859.0,多羅尾達之,東京,B1,4.46,3.78,0.13,4,0.19,6,0.19,6,0.15,2.8,0.13,3.0,0.03,1,0.09,3,0.0,,3.0,B+,,0.286,0.286,C,3,3,0.31,0.09,18:03,1,4,,,,,,,,,,,0,-,1,4,0,0,5.0
丸亀,06R,3,5139.0,大場恒季,愛知,A2,6.39,0.0,0.23,12,0.25,13,0.28,15,0.15,2.9,0.07,4.0,0.05,3,0.05,3,0.09,5.0,3.2,B+,,0.179,0.393,C,4,3,0.31,0.11,18:03,2,,,,,,,,,,,,5,2,-,5,0,1,13.0
丸亀,06R,4,4324.0,海野康志郎,山口,A1,7.54,7.52,0.11,6,0.24,13,0.13,7,0.15,3.1,0.15,2.5,0.04,2,0.02,1,0.02,1.0,3.0,-,,0.452,0.219,C,3,3,0.22,0.07,18:03,1,1,,,,,,,,,,,2,1,0,-,1,0,4.0
丸亀,06R,5,5453.0,久保翔耶,香川,B2,0.0,0.0,#N/A!,#N/A!,#N/A!,#N/A!,#N/A!,#N/A!,#N/A!,#N/A!,0.23,6.0,0.0,#N/A!,0.0,#N/A!,0.0,,2.0,-,,,,D,3,2,#N/A!,#N/A!,18:03,,,,,,,,,,,,,,,,,-,,
丸亀,06R,6,3297.0,藤丸光一,福岡,B1,4.46,5.09,0.08,3,0.11,4,0.16,6,0.27,3.5,0.3,4.5,0.0,0,0.5,1,0.0,0.0,2.6,-,,0.444,0.222,C,3,3,0.50,0.50,18:03,6,4,,,,,,,,,,,0,0,1,0,0,-,1.0
丸亀,07R,1,5154.0,村松栄太,広島,B1,4.77,3.96,0.45,14,0.13,4,0.16,5,0.17,2.7,0.16,2.0,0.16,5,0.29,9,0.06,2.0,2.2,-,,0.385,0.308,D,2,3,0.32,0.03,18:28,6,,,,,,,,,,,,-,5,4,2,2,1,14.0
丸亀,07R,2,4557.0,松尾光広,岡山,B1,4.11,5.0,0.16,7,0.19,8,0.16,7,0.18,3.8,0.28,5.0,0.14,6,0.0,0,0.0,,3.0,C,,0.154,0.615,C,3,3,0.07,0.19,18:28,5,,,,,,,,,,,,5,-,1,0,0,0,6.0
丸亀,07R,3,3251.0,平石和男,埼玉,A2,5.72,5.82,0.08,5,0.26,16,0.15,9,0.20,4.3,0.09,5.0,0.03,2,0.01,1,0.04,3.0,3.4,B+,,0.417,0.167,C,3,3,0.03,0.27,18:28,1,,,,,,,,,,,,3,4,-,0,0,0,7.0
丸亀,07R,4,3557.0,太田和美,大阪,A1,6.86,7.4,0.12,7,0.24,14,0.27,16,0.16,3.2,0.14,1.0,0.06,4,0.07,5,0.01,1.0,2.4,C,,0.533,0.167,C,3,3,0.13,0.10,18:28,2,2,,,,,,,,,,,3,2,1,-,2,2,10.0
丸亀,07R,5,3550.0,都築正治,愛知,A2,5.49,4.0,0.04,2,0.10,5,0.20,10,0.16,2.9,0.18,4.5,0.0,0,0.02,1,0.02,1.0,2.8,-,,0.433,0.267,C,3,3,0.22,0.06,18:28,,,,,,,,,,,,,1,1,0,0,-,1,3.0
丸亀,07R,6,3809.0,吉田光,佐賀,B1,4.15,3.05,0.10,4,0.10,4,0.17,7,0.21,3.8,0.23,4.0,0.0,0,0.0,0,0.0,0.0,3.8,S,,0.375,0.25,B,5,3,0.25,0.33,18:28,5,,,,,,,,,,,,0,0,0,0,0,-,0.0
丸亀,08R,1,3612.0,馬袋義則,兵庫,A1,6.42,6.18,0.59,52,0.20,18,0.07,6,0.14,2.6,0.13,1.5,0.13,12,0.14,13,0.13,12.0,3.0,A,,0.404,0.269,C,3,3,0.41,0.09,18:54,2,1,,,,,,,,,,,-,20,14,11,6,2,53.0
丸亀,08R,2,5054.0,佐々木大河,大阪,A2,6.33,5.44,0.19,8,0.23,10,0.21,9,0.15,2.8,0.17,2.0,0.11,4,0.05,2,0.0,,4.2,S,,0.167,0.25,A,5,4,0.24,0.05,18:54,4,3,,,,,,,,,,,2,-,3,0,1,0,6.0
丸亀,08R,3,4567.0,上村慎太郎,山口,B1,4.01,4.83,0.00,0,0.11,4,0.22,8,0.21,4.8,0.27,4.0,0.0,0,0.0,0,0.0,0.0,3.2,A,,0.5,0.167,B,3,5,0.00,0.37,18:54,2,5,,,,,,,,,,,0,0,-,0,0,0,0.0
丸亀,08R,4,5141.0,大澤風葵,群馬,A2,6.76,0.0,0.24,10,0.26,11,0.10,4,0.13,2.3,0.11,1.0,0.0,0,0.13,5,0.03,1.0,3.0,S,,0.056,0.417,C,4,2,0.48,0.08,18:54,1,1,,,,,,,,,,,2,2,0,-,1,2,7.0
丸亀,08R,5,4390.0,松本弓雄,徳島,B1,4.41,4.4,0.08,4,0.04,2,0.14,7,0.17,3.4,0.06,3.0,0.02,1,0.04,2,0.06,3.0,3.8,B+,,0.333,0.167,C,4,3,0.17,0.14,18:54,,,,,,,,,,,,,1,1,0,2,-,2,6.0
丸亀,08R,6,5392.0,安武一也,福岡,B2,1.51,0.0,0.00,0,0.01,1,0.00,0,0.19,4.1,0.19,2.0,0.0,0,0.0,0,0.0,0.0,2.8,A,,0.0,0.0,B,4,4,0.14,0.30,18:54,4,,,,,,,,,,,,,,,,,-,
丸亀,09R,1,3304.0,烏野賢太,徳島,A2,6.31,5.99,0.72,46,0.11,7,0.05,3,0.16,3.6,0.19,5.0,0.06,4,0.14,9,0.05,3.0,3.4,C,,0.289,0.289,B,4,4,0.18,0.20,19:23,4,2,,,,,,,,,,,-,15,13,10,8,2,48.0
丸亀,09R,2,4002.0,古結宏,兵庫,A1,6.51,7.37,0.21,11,0.36,19,0.23,12,0.15,3.3,0.18,2.5,0.06,3,0.06,3,0.0,,2.2,A,,0.372,0.302,D,3,2,0.16,0.14,19:23,2,5,,,,,,,,,,,4,-,0,2,2,0,8.0
丸亀,09R,3,4697.0,國弘翔平,福岡,B1,4.2,2.83,0.08,4,0.19,10,0.15,8,0.18,3.3,0.27,6.0,0.0,0,0.07,4,0.0,0.0,3.8,A,,0.167,0.583,C,3,4,0.15,0.11,19:23,6,,,,,,,,,,,,1,0,-,1,1,1,4.0
丸亀,09R,4,4041.0,小林基樹,山口,B2,4.49,3.84,0.07,3,0.17,7,0.14,6,0.21,4.6,0.28,6.0,0.0,0,0.02,1,0.0,0.0,2.6,-,,0.25,0.125,D,3,2,0.05,0.21,19:23,5,,,,,,,,,,,,0,1,2,-,0,0,3.0
丸亀,09R,5,4174.0,赤坂俊輔,長崎,A1,6.31,6.16,0.04,2,0.16,8,0.18,9,0.17,3.7,0.17,4.0,0.0,0,0.02,1,0.02,1.0,3.0,A,,0.245,0.347,C,3,3,0.11,0.14,19:23,,,,,,,,,,,,,1,0,0,1,-,0,2.0
丸亀,09R,6,5032.0,谷口知優,香川,B1,5.41,5.3,0.02,1,0.07,3,0.14,6,0.17,3.7,0.15,2.0,0.0,0,0.0,0,0.02,1.0,2.8,B+,,0.238,0.333,C,3,4,0.12,0.23,19:23,3,,,,,,,,,,,,1,0,0,1,0,-,2.0
丸亀,10R,1,4538.0,笠置博之,大阪,A2,6.39,6.42,0.58,32,0.15,8,0.04,2,0.15,3.2,0.1,1.5,0.17,9,0.07,4,0.2,11.0,3.0,-,隠F,0.241,0.31,B,3,5,0.20,0.11,19:50,4,4,,,,,,,,,,,-,8,8,5,6,3,30.0
丸亀,10R,2,3300.0,川崎智幸,岡山,A1,5.74,5.9,0.20,12,0.33,20,0.17,10,0.14,3.1,0.18,5.5,0.1,6,0.0,0,0.0,,3.0,-,,0.279,0.349,D,2,3,0.16,0.07,19:50,5,3,,,,,,,,,,,4,-,2,0,1,2,9.0
丸亀,10R,3,3741.0,松尾基成,福岡,B1,3.53,3.56,0.04,2,0.11,5,0.11,5,0.17,3.2,0.09,3.0,0.0,0,0.04,2,0.0,0.0,2.6,C,,0.077,0.308,D,3,2,0.20,0.16,19:50,2,,,,,,,,,,,,0,1,-,0,1,0,2.0
丸亀,10R,4,4177.0,萬正嗣,群馬,B1,4.5,2.2,0.05,2,0.18,7,0.13,5,0.16,2.8,0.16,4.0,0.05,2,0.03,1,0.03,1.0,3.2,C,,0.176,0.235,C,3,3,0.22,0.05,19:50,5,,,,,,,,,,,,0,2,1,-,0,1,4.0
丸亀,10R,5,4324.0,海野康志郎,山口,A1,7.54,7.52,0.13,7,0.16,9,0.25,14,0.16,3.4,0.15,2.5,0.02,1,0.05,3,0.05,3.0,3.0,-,,0.452,0.219,C,3,3,0.12,0.07,19:50,,,,,,,,,,,,,4,0,1,0,-,2,7.0
丸亀,10R,6,3906.0,飯山晃三,長崎,B1,4.31,4.44,0.03,1,0.11,4,0.11,4,0.24,4.8,0.19,2.0,0.03,1,0.0,0,0.0,0.0,4.0,A,,0.077,0.538,A,5,4,0.00,0.45,19:50,1,,,,,,,,,,,,0,0,1,0,0,-,1.0
丸亀,11R,1,3554.0,仲口博崇,愛知,A1,6.58,6.45,0.63,54,0.19,16,0.06,5,0.18,3.4,0.16,3.5,0.08,8,0.08,8,0.14,14.0,2.0,-,,0.39,0.271,C,3,3,0.19,0.21,20:16,3,6,,,,,,,,,,,-,28,19,13,5,2,67.0
丸亀,11R,2,4931.0,木谷賢太,香川,A1,6.81,6.62,0.21,13,0.23,14,0.26,16,0.14,3.1,0.09,2.5,0.21,13,0.02,1,0.0,,4.0,A,,0.354,0.25,B,4,4,0.16,0.14,20:16,3,4,,,,,,,,,,,9,-,3,0,1,1,14.0
丸亀,11R,3,4259.0,真庭明志,長崎,A2,5.75,5.48,0.07,4,0.31,18,0.25,15,0.14,3.1,0.26,3.0,0.02,1,0.03,2,0.05,3.0,4.0,B+,,0.293,0.317,A,4,5,0.12,0.05,20:16,3,,,,,,,,,,,,2,3,-,2,0,0,7.0
丸亀,11R,4,4967.0,中村魁生,大阪,A1,6.81,5.67,0.19,9,0.17,8,0.19,9,0.12,2.5,0.21,2.0,0.02,1,0.09,5,0.02,1.0,2.6,-,,0.244,0.293,C,3,3,0.32,0.04,20:16,2,,,,,,,,,,,,4,4,2,-,0,0,10.0
丸亀,11R,5,3771.0,折下寛法,東京,B1,5.16,5.23,0.08,4,0.06,3,0.18,9,0.15,3.0,0.13,1.0,0.02,1,0.0,0,0.06,3.0,4.0,S,,0.304,0.304,A,4,5,0.19,0.06,20:16,,,,,,,,,,,,,2,0,0,2,-,0,4.0
丸亀,11R,6,3251.0,平石和男,埼玉,A2,5.72,5.82,0.07,4,0.10,6,0.20,12,0.20,5.0,0.09,5.0,0.02,1,0.0,0,0.02,1.0,3.4,B+,,0.417,0.167,C,3,3,0.02,0.50,20:16,1,,,,,,,,,,,,0,1,1,1,1,-,4.0
丸亀,12R,1,3557.0,太田和美,大阪,A1,6.86,7.4,0.63,60,0.22,21,0.04,4,0.15,3.1,0.14,1.0,0.09,9,0.04,4,0.2,19.0,2.4,C,,0.533,0.167,C,3,3,0.22,0.13,20:45,2,2,,,,,,,,,,,-,31,12,9,6,3,61.0
丸亀,12R,2,4437.0,中田元泰,香川,A1,5.81,6.28,0.20,11,0.49,27,0.04,2,0.15,3.4,0.17,2.0,0.11,6,0.07,4,0.0,,3.0,-,,0.302,0.321,C,3,3,0.22,0.15,20:45,1,,,,,,,,,,,,5,-,2,2,1,0,10.0
丸亀,12R,3,3612.0,馬袋義則,兵庫,A1,6.42,6.18,0.14,8,0.31,18,0.26,15,0.14,2.8,0.13,1.5,0.0,0,0.04,3,0.05,4.0,3.0,A,,0.404,0.269,C,3,3,0.23,0.05,20:45,2,1,,,,,,,,,,,5,1,-,2,1,1,10.0
丸亀,12R,4,3641.0,一瀬明,東京,A2,6.56,6.11,0.19,11,0.16,9,0.18,10,0.18,3.6,0.23,6.0,0.03,2,0.08,5,0.06,4.0,3.0,B+,,0.406,0.25,C,4,3,0.13,0.16,20:45,5,,,,,,,,,,,,8,1,0,-,2,2,13.0
丸亀,12R,5,4817.0,渡邉翼,山口,A2,6.52,4.62,0.06,2,0.14,5,0.34,12,0.14,2.8,0.17,2.0,0.02,1,0.0,0,0.05,2.0,4.2,S,,0.432,0.27,B,4,4,0.39,0.07,20:45,,,,,,,,,,,,,0,2,1,0,-,0,3.0
丸亀,12R,6,5139.0,大場恒季,愛知,A2,6.39,0.0,0.08,3,0.08,3,0.17,6,0.15,3.1,0.07,4.0,0.0,0,0.0,0,0.08,3.0,3.2,B+,,0.179,0.393,C,4,3,0.19,0.19,20:45,2,,,,,,,,,,,,3,0,0,0,1,-,4.0
鳴門,01R,1,4702.0,三浦敬太,東京,A1,6.05,6.29,0.72,48,0.13,9,0.00,0,0.14,2.9,0.15,4.0,0.09,6,0.06,4,0.1,7.0,3.0,C,隠F,0.478,0.13,B,4,4,0.28,0.09,08:39,3,3,4,5,,,,,,,,,-,23,6,11,6,2,48.0
