レース場,レース回,枠番,登録番号,選手名,支部,級別,全国勝率,当地勝率,1着率,1着数,2着率,2着数,3着率,3着数,コース平均st,コース平均st順位,今節平均st,今節平均st順位,差し率,差し数,まくり率,まくり数,まくり差し率,まくり差し数,M指数,activepoint,FL,1-2率,1-3率,M総合評価,出足,伸び足,コースstトップ率,コースst最下位率,締切予定時刻
平和島,01R,5,4093,吉田宗弘,東京,B1,4.22,4.61,0.02,1,0.02,1,0.04,2,0.22,4.5,0.15,3.5,0.00,0,0.00,0,0.02,1,2,A,,0.182,0.364,B,5,3,0.03,0.32,10:55
平和島,01R,6,5419,櫻井隼,埼玉,B2,2.17,1.73,0.00,0,0.00,0,0.05,5,0.23,4.5,0.23,5.7,0.00,0,0.00,0,0.00,0,3,-,F,0,0,C,3,3,0.09,0.41,10:55
平和島,02R,1,3519,冨田秀幸,愛知,B1,4.49,4.43,0.33,13,0.30,12,0.18,7,0.14,2.7,0.16,4.5,0.13,5,0.15,6,0.33,13,2.8,B+,,0.462,0.231,C,3,3,0.39,0.09,11:24
平和島,02R,2,5250,嶋田有里,長崎,B1,3.84,0.00,0.11,4,0.19,7,0.11,4,0.21,4.0,0.15,3.7,0.03,1,0.00,0,0.00,,2.6,C,,0.5,0.333,D,2,2,0.08,0.27,11:24
平和島,02R,3,4421,森作広大,東京,B1,3.57,4.46,0.05,2,0.22,8,0.24,9,0.16,2.9,0.19,4.5,0.00,0,0.08,3,0.00,0,4,B+,未消化F,0,0.667,C,3,4,0.21,0.07,11:24
平和島,02R,4,4183,宇野弥生,愛知,A2,4.74,5.61,0.20,11,0.11,6,0.15,8,0.12,2.0,0.13,2.7,0.02,1,0.14,7,0.04,2,3,-,,0.333,0.373,C,3,3,0.53,0.00,11:24
平和島,02R,5,5422,真田聖也,埼玉,B2,1.43,1.33,0.00,0,0.00,0,0.00,0,0.00,0.0,0.13,4.1,0.00,0,0.00,0,0.00,0,1.4,B+,未消化F,0,0,C,3,3,0.00,0.00,11:24
平和島,02R,6,4355,小川広大,福岡,B1,2.80,3.67,0.00,0,0.00,0,0.14,5,0.23,4.5,0.22,5.0,0.00,0,0.00,0,0.00,0,1.4,C,未消化F,0.583,0,C,4,3,0.07,0.42,11:24
平和島,03R,1,4518,大須賀友,愛知,A2,7.02,4.40,0.70,47,0.15,10,0.03,2,0.14,2.9,0.19,3.5,0.09,6,0.03,2,0.12,8,3.4,B+,未消化F,0.217,0.239,C,3,3,0.33,0.09,11:53
平和島,03R,2,3463,乙津康志,東京,B1,5.13,5.08,0.02,1,0.16,7,0.36,16,0.19,4.4,0.16,4.2,0.02,1,0.00,0,0.00,,2.6,B+,,0.143,0.571,C,3,3,0.07,0.37,11:53
平和島,03R,3,5313,鈴木唯央,群馬,B1,4.34,2.82,0.06,1,0.06,1,0.25,4,0.16,3.5,0.13,3.0,0.00,0,0.06,1,0.00,0,3,B+,未消化F,0,0.5,C,3,4,0.25,0.25,11:53
平和島,03R,4,4766,石井孝之,群馬,B1,4.75,5.40,0.23,9,0.15,6,0.13,5,0.12,2.2,0.12,2.8,0.05,2,0.17,7,0.02,1,2.6,C,未消化F,0.273,0.364,C,3,3,0.44,0.06,11:53
平和島,03R,5,4765,野田部宏子,福岡,B1,4.91,4.62,0.14,6,0.14,6,0.19,8,0.11,2.0,0.10,2.6,0.00,0,0.13,6,0.00,0,3,B+,F,0.263,0.316,B,4,4,0.53,0.03,11:53
平和島,03R,6,5200,筒井美琴,福岡,B2,2.20,0.00,0.00,0,0.00,0,0.00,0,0.18,3.9,0.21,4.7,0.00,0,0.00,0,0.00,0,2.4,B+,F,0,0,D,2,2,0.21,0.21,11:53
平和島,04R,1,5281,井上遥妃,徳島,A1,6.48,0.00,0.65,24,0.03,1,0.11,4,0.14,2.8,0.11,3.3,0.06,2,0.20,7,0.11,4,3.8,B+,F,0.409,0.364,B,4,4,0.36,0.07,12:22
平和島,04R,2,4789,古賀智之,福岡,A2,5.68,0.00,0.13,5,0.26,10,0.31,12,0.15,2.9,0.13,3.0,0.03,1,0.08,3,0.00,,2.4,C,,0.438,0.25,C,3,4,0.17,0.07,12:22
平和島,04R,3,3544,豊田訓靖,静岡,B2,3.47,4.46,0.00,0,0.17,4,0.08,2,0.20,3.7,0.12,2.0,0.00,0,0.00,0,0.00,0,3,A+,,0.333,0,C,3,3,0.18,0.364,12:22
平和島,04R,4,3315,広瀬聖仁,愛知,B1,4.65,5.13,0.03,1,0.15,5,0.33,11,0.17,3.0,0.09,2.6,0.03,1,0.00,0,0.00,0,3.2,A+,F,0.143,0.429,C,4,3,0.22,0.094,12:22
平和島,04R,5,4408,仁科さやか,長崎,B1,3.49,0.00,0.00,0,0.07,2,0.18,5,0.21,3.8,0.18,3.8,0.00,0,0.00,0,0.00,0,2.8,-,F,0.571,0.143,D,3,2,0.15,0.15,12:22
平和島,04R,6,5413,宮城那菜,福岡,B2,1.78,0.00,0.00,0,0.00,0,0.01,1,0.15,3.3,0.13,3.0,0.00,0,0.00,0,0.00,0,2.8,B+,,0,0,C,3,3,0.29,0.187,12:22
平和島,05R,1,3995,重野哲之,静岡,A1,6.15,5.77,0.78,43,0.11,6,0.07,4,0.12,2.1,0.06,2.0,0.02,1,0.07,4,0.11,6,4,B+,未消化F,0.488,0.209,B,4,4,0.50,0.05,12:52
平和島,05R,2,3793,高橋真吾,埼玉,B1,4.39,3.28,0.14,5,0.16,6,0.24,9,0.18,3.7,0.12,3.0,0.12,4,0.00,0,0.00,,2.4,-,F,0.636,0.182,C,3,3,0.17,0.276,12:52
平和島,05R,3,5065,伊久間陽優,群馬,B1,5.86,5.45,0.10,4,0.21,8,0.15,6,0.13,2.6,0.11,3.8,0.03,1,0.06,2,0.00,0,3,C,未消化F,0.417,0.333,C,3,3,0.36,0.032,12:52
平和島,05R,4,4793,金子萌,静岡,A2,6.24,7.25,0.13,7,0.15,8,0.25,13,0.15,3.1,0.11,2.7,0.06,3,0.04,2,0.06,3,3.8,B+,,0.333,0.167,B,4,4,0.15,0.024,12:52
平和島,05R,5,5271,杉山太陽,福岡,B1,3.64,4.00,0.05,2,0.03,1,0.13,5,0.17,3.1,0.16,3.7,0.00,0,0.00,0,0.07,3,2.2,-,F,0,0.167,C,3,3,0.19,0.111,12:52
平和島,05R,6,3606,川北浩貴,滋賀,B1,5.37,5.24,0.00,0,0.04,2,0.20,10,0.22,4.8,0.16,3.2,0.00,0,0.00,0,0.00,0,2.6,B+,,0.407,0.333,D,3,2,0.03,0.447,12:52
平和島,06R,1,4057,松井賢治,兵庫,A2,6.00,4.98,0.55,36,0.26,17,0.12,8,0.14,3.0,0.13,3.6,0.12,8,0.18,12,0.12,8,3,A+,,0.361,0.278,B,4,4,0.27,0.073,13:22
平和島,06R,2,4639,雑賀勇貴,大阪,B1,4.43,5.56,0.08,4,0.14,7,0.12,6,0.16,3.6,0.13,3.1,0.02,1,0.02,1,0.00,,4.6,A+,,0.353,0.294,B,4,4,0.11,0.139,13:22
平和島,06R,3,4093,吉田宗弘,東京,B1,4.22,4.61,0.09,4,0.22,10,0.15,7,0.18,3.8,0.15,3.5,0.00,0,0.05,2,0.02,1,2,A,,0.182,0.364,B,5,3,0.15,0.242,13:22
平和島,06R,4,4826,井上一輝,大阪,A1,6.97,6.09,0.18,11,0.18,11,0.20,12,0.13,2.6,0.14,3.4,0.02,1,0.16,9,0.02,1,4.6,-,未消化F,0.333,0.32,C,3,3,0.31,0.041,13:22
平和島,06R,5,5250,嶋田有里,長崎,B1,3.84,0.00,0.00,0,0.09,3,0.09,3,0.22,4.4,0.15,3.7,0.00,0,0.00,0,0.00,0,2.6,C,,0.5,0.333,D,2,2,0.08,0.292,13:22
平和島,06R,6,5422,真田聖也,埼玉,B2,1.43,1.33,0.00,0,0.00,0,0.00,0,0.15,3.9,0.13,4.1,0.00,0,0.00,0,0.00,0,1.4,B+,未消化F,0,0,C,3,3,0.27,0.333,13:22
平和島,07R,1,5088,高憧四季,大阪,A1,6.84,0.00,0.70,57,0.15,12,0.07,6,0.16,2.7,0.12,3.1,0.07,6,0.10,8,0.11,9,3.8,B+,,0.339,0.232,C,4,3,0.42,0.156,13:53
平和島,07R,2,3748,小黒竜吾,埼玉,B1,4.41,4.12,0.04,2,0.21,10,0.23,11,0.18,3.5,0.11,3.2,0.04,2,0.00,0,0.00,,3,C,,0.375,0.125,C,3,4,0.11,0.162,13:53
平和島,07R,3,5076,石原光,静岡,B1,5.43,4.08,0.18,7,0.08,3,0.18,7,0.15,3.2,0.14,3.7,0.03,1,0.10,4,0.03,1,3,B+,,0.412,0.176,B,4,4,0.10,0.033,13:53
平和島,07R,4,5157,市川健太,滋賀,B1,4.48,0.00,0.10,4,0.07,3,0.21,9,0.16,3.3,0.17,4.1,0.00,0,0.09,3,0.00,0,2.4,C,F,0.263,0.316,D,2,3,0.20,0.133,13:53
平和島,07R,5,5419,櫻井隼,埼玉,B2,2.17,1.73,0.00,0,0.03,1,0.03,1,0.00,0.0,0.23,5.7,0.00,0,0.00,0,0.00,0,3,-,F,0,0,C,3,3,0.00,0,13:53
平和島,07R,6,4651,佐藤大騎,大阪,B1,4.07,4.85,0.03,1,0.03,1,0.12,4,0.18,3.6,0.09,1.6,0.00,0,0.00,0,0.00,0,3,A,未消化F,0.4,0.3,C,4,3,0.19,0.308,13:53
平和島,08R,1,4421,森作広大,東京,B1,3.57,4.46,0.11,3,0.30,8,0.22,6,0.14,2.6,0.19,4.5,0.32,8,0.16,4,0.32,8,4,B+,未消化F,0,0.667,C,3,4,0.30,0.05,14:24
平和島,08R,2,4766,石井孝之,群馬,B1,4.75,5.40,0.11,4,0.16,6,0.26,10,0.14,2.5,0.12,2.8,0.11,4,0.00,0,0.00,,2.6,C,未消化F,0.273,0.364,C,3,3,0.28,0,14:24
平和島,08R,3,4834,浜本裕己,大阪,A2,5.79,5.00,0.10,6,0.16,9,0.26,15,0.15,3.2,0.12,3.0,0.00,0,0.02,1,0.07,4,3.8,A,,0.351,0.324,B,4,4,0.11,0.114,14:24
平和島,08R,4,4408,仁科さやか,長崎,B1,3.49,0.00,0.04,1,0.00,0,0.00,0,0.21,3.9,0.18,3.8,0.00,0,0.03,1,0.00,0,2.8,-,F,0.571,0.143,D,3,2,0.06,0.167,14:24
平和島,08R,5,5413,宮城那菜,福岡,B2,1.78,0.00,0.00,0,0.06,2,0.03,1,0.20,4.3,0.13,3.0,0.00,0,0.00,0,0.00,0,2.8,B+,,0,0,C,3,3,0.00,0,14:24
平和島,08R,6,4630,岩永雅人,愛知,A2,5.65,5.09,0.04,2,0.13,7,0.20,11,0.18,4.2,0.15,3.7,0.00,0,0.00,0,0.04,2,4,A,未消化FF,0.286,0.314,C,4,3,0.14,0.372,14:24
平和島,09R,1,3606,川北浩貴,滋賀,B1,5.37,5.24,0.45,28,0.27,17,0.08,5,0.16,3.1,0.16,3.2,0.15,9,0.18,11,0.18,11,2.6,B+,,0.407,0.333,D,3,2,0.37,0.204,14:56
平和島,09R,2,4183,宇野弥生,愛知,A2,4.74,5.61,0.23,13,0.19,11,0.16,9,0.14,2.3,0.13,2.7,0.13,7,0.09,5,0.00,,3,-,,0.333,0.373,C,3,3,0.36,0.023,14:56
平和島,09R,3,3315,広瀬聖仁,愛知,B1,4.65,5.13,0.03,1,0.18,7,0.33,13,0.14,2.9,0.09,2.6,0.00,0,0.03,1,0.00,0,3.2,A+,F,0.143,0.429,C,4,3,0.25,0.107,14:56
平和島,09R,4,5065,伊久間陽優,群馬,B1,5.86,5.45,0.16,7,0.18,8,0.25,11,0.13,2.4,0.11,3.8,0.02,1,0.07,3,0.07,3,3,C,未消化F,0.417,0.333,C,3,3,0.50,0.088,14:56
平和島,09R,5,3463,乙津康志,東京,B1,5.13,5.08,0.02,1,0.04,2,0.19,9,0.22,4.7,0.16,4.2,0.00,0,0.00,0,0.02,1,2.6,B+,,0.143,0.571,C,3,3,0.05,0.378,14:56
平和島,09R,6,3502,渡邉英児,静岡,B1,5.76,5.32,0.02,1,0.11,5,0.16,7,0.21,4.9,0.14,3.6,0.00,0,0.00,0,0.00,0,2.8,-,,0.36,0.2,C,3,3,0.00,0.5,14:56
平和島,10R,1,4793,金子萌,静岡,A2,6.24,7.25,0.64,39,0.13,8,0.08,5,0.14,2.4,0.11,2.7,0.09,5,0.16,9,0.09,5,3.8,B+,,0.333,0.167,B,4,4,0.42,0.067,15:29
平和島,10R,2,5313,鈴木唯央,群馬,B1,4.34,2.82,0.17,4,0.17,4,0.22,5,0.16,3.6,0.13,3.0,0.09,2,0.05,1,0.00,,3,B+,未消化F,0,0.5,C,3,4,0.14,0.143,15:29
平和島,10R,3,4639,雑賀勇貴,大阪,B1,4.43,5.56,0.08,4,0.25,13,0.23,12,0.17,3.3,0.13,3.1,0.00,0,0.04,2,0.02,1,4.6,A+,,0.353,0.294,B,4,4,0.15,0.103,15:29
平和島,10R,4,3995,重野哲之,静岡,A1,6.15,5.77,0.15,6,0.15,6,0.24,10,0.12,2.4,0.06,2.0,0.00,0,0.11,4,0.05,2,4,B+,未消化F,0.488,0.209,B,4,4,0.46,0.036,15:29
平和島,10R,5,5281,井上遥妃,徳島,A1,6.48,0.00,0.09,3,0.24,8,0.29,10,0.13,2.2,0.11,3.3,0.00,0,0.00,0,0.08,3,3.8,B+,F,0.409,0.364,B,4,4,0.47,0.033,15:29
平和島,10R,6,4057,松井賢治,兵庫,A2,6.00,4.98,0.00,0,0.06,3,0.13,7,0.16,4.1,0.13,3.6,0.00,0,0.00,0,0.00,0,3,A+,,0.361,0.278,B,4,4,0.09,0.206,15:29
平和島,11R,1,4826,井上一輝,大阪,A1,6.97,6.09,0.88,77,0.02,2,0.03,3,0.13,2.5,0.14,3.4,0.03,3,0.06,5,0.02,2,4.6,-,未消化F,0.333,0.32,C,3,3,0.37,0.042,16:03
平和島,11R,2,5076,石原光,静岡,B1,5.43,4.08,0.14,7,0.27,13,0.16,8,0.19,3.8,0.14,3.7,0.11,5,0.02,1,0.00,,3,B+,,0.412,0.176,B,4,4,0.09,0.152,16:03
平和島,11R,3,4789,古賀智之,福岡,A2,5.68,0.00,0.09,4,0.22,10,0.20,9,0.17,3.4,0.13,3.0,0.00,0,0.05,2,0.00,0,2.4,C,,0.438,0.25,C,3,4,0.13,0.156,16:03
平和島,11R,4,5088,高憧四季,大阪,A1,6.84,0.00,0.35,19,0.18,10,0.16,9,0.15,2.9,0.12,3.1,0.05,3,0.20,12,0.00,0,3.8,B+,,0.339,0.232,C,4,3,0.25,0.021,16:03
平和島,11R,5,3519,冨田秀幸,愛知,B1,4.49,4.43,0.04,2,0.02,1,0.21,10,0.14,2.9,0.16,4.5,0.00,0,0.00,0,0.04,2,2.8,B+,,0.462,0.231,C,3,3,0.14,0,16:03
平和島,11R,6,4518,大須賀友,愛知,A2,7.02,4.40,0.06,3,0.06,3,0.21,10,0.21,4.6,0.19,3.5,0.00,0,0.00,0,0.00,0,3.4,B+,未消化F,0.217,0.239,C,3,3,0.10,0.467,16:03
平和島,12R,1,4337,平本真之,愛知,A1,7.26,7.35,0.65,45,0.20,14,0.04,3,0.12,2.4,0.10,2.2,0.14,10,0.09,7,0.09,7,4,A+,,0.4,0.28,C,4,3,0.39,0.036,16:38
平和島,12R,2,4760,山崎郡,大阪,A1,7.33,6.83,0.20,10,0.25,13,0.29,15,0.15,3.2,0.13,3.6,0.10,5,0.08,4,0.00,,5,A,,0.409,0.258,B,4,4,0.13,0.1,16:38
平和島,12R,3,4659,木下翔太,大阪,A1,6.67,6.47,0.16,9,0.30,17,0.23,13,0.15,3.2,0.14,2.7,0.02,1,0.04,2,0.07,4,5,S,,0.345,0.19,A,5,4,0.18,0.067,16:38
平和島,12R,4,4342,谷野錬志,静岡,A1,6.11,7.00,0.27,13,0.33,16,0.16,8,0.14,2.6,0.09,2.3,0.02,1,0.11,5,0.11,5,3.2,C,未消化F,0.128,0.385,C,4,3,0.31,0.031,16:38
平和島,12R,5,3841,佐々木和伸,徳島,A2,5.76,5.91,0.00,0,0.22,10,0.20,9,0.17,3.5,0.13,2.5,0.02,1,0.00,0,0.02,1,4.6,A+,,0.303,0.303,A,5,5,0.13,0.043,16:38
平和島,12R,6,4794,和田拓也,兵庫,A1,6.70,7.00,0.02,1,0.11,5,0.24,11,0.13,3.1,0.12,1.8,0.00,0,0.00,0,0.00,0,3.6,C,,0.269,0.346,C,3,4,0.30,0.2,16:38
江戸川,01R,1,3602,奥平拓也,東京,B1,4.28,5.28,0.40,17,0.21,9,0.12,5,0.18,2.7,0.34,5.2,0.18,7,0.18,7,0.18,7,1.8,-,F,0.429,0.286,#N/A!,#N/A!,#N/A!,0.27,0.091,11:14
江戸川,01R,2,5288,尾道佳諭,埼玉,B1,3.67,3.53,0.06,2,0.19,6,0.00,0,0.17,3.2,0.21,3.2,0.07,2,0.00,0,0.00,,2.8,C,F,0.2,0,#N/A!,#N/A!,#N/A!,0.08,0.125,11:14
江戸川,01R,3,4644,山田亮太,東京,A2,6.21,5.21,0.10,5,0.25,12,0.23,11,0.16,3.2,0.15,3.2,0.00,0,0.06,3,0.06,3,3.6,C,,0.273,0.303,#N/A!,#N/A!,#N/A!,0.21,0.147,11:14
江戸川,01R,4,5371,早川颯太,東京,B2,1.67,1.61,0.02,1,0.00,0,0.02,1,0.23,4.7,0.16,4.0,0.00,0,0.03,1,0.00,0,2.3,B+,,0,0,#N/A!,#N/A!,#N/A!,0.07,0.444,11:14
江戸川,01R,5,5242,高山弘斗,埼玉,B1,3.74,3.33,0.02,1,0.04,2,0.18,9,0.21,3.8,0.19,1.6,0.00,0,0.04,2,0.00,0,2.6,C,,0.286,0.571,#N/A!,#N/A!,#N/A!,0.13,0.154,11:14
江戸川,01R,6,3340,池田雷太,東京,B1,4.86,5.32,0.03,1,0.03,1,0.10,4,0.19,4.4,0.23,4.3,0.00,0,0.00,0,0.03,1,3,B+,,0.263,0.421,#N/A!,#N/A!,#N/A!,0.07,0.345,11:14
江戸川,02R,1,5070,中島航,東京,B1,3.97,4.68,0.44,12,0.07,2,0.11,3,0.20,3.2,0.31,5.0,0.04,1,0.30,8,0.22,6,2.8,B+,F,0.333,0.167,#N/A!,#N/A!,#N/A!,0.23,0.136,11:41
江戸川,02R,2,4379,桑島和宏,東京,A1,5.66,6.28,0.16,10,0.33,21,0.22,14,0.16,3.0,0.18,3.3,0.10,6,0.03,2,0.00,,5.6,A+,,0.244,0.293,#N/A!,#N/A!,#N/A!,0.21,0.104,11:41
江戸川,02R,3,4995,田邉亮蔵,東京,B1,4.97,5.39,0.02,1,0.19,10,0.17,9,0.18,3.5,0.24,3.7,0.00,0,0.02,1,0.04,2,2.4,C,,0.44,0.24,#N/A!,#N/A!,#N/A!,0.13,0.156,11:41
江戸川,02R,4,4169,多田有佑,東京,B1,3.79,4.43,0.03,1,0.13,5,0.15,6,0.20,4.4,0.33,5.7,0.00,0,0.03,1,0.00,0,3.8,B+,F,0.25,0.25,#N/A!,#N/A!,#N/A!,0.06,0.364,11:41
江戸川,02R,5,4145,小澤学,東京,B1,3.85,4.56,0.00,0,0.02,1,0.19,9,0.24,5.3,0.29,5.2,0.00,0,0.00,0,0.00,0,3,B+,,0,0.2,#N/A!,#N/A!,#N/A!,0.00,0.609,11:41
江戸川,02R,6,4660,宇田川信一,東京,B2,4.13,5.07,0.00,0,0.06,1,0.00,0,0.20,4.8,0.28,5.0,0.00,0,0.00,0,0.00,0,2.6,-,,1,0,#N/A!,#N/A!,#N/A!,0.08,0.5,11:41
江戸川,03R,1,4245,高橋直哉,東京,B1,4.65,5.09,0.37,14,0.29,11,0.11,4,0.17,3.0,0.22,3.2,0.22,8,0.19,7,0.11,4,3.4,B+,,0.357,0.071,#N/A!,#N/A!,#N/A!,0.23,0.1,12:08
江戸川,03R,2,4468,大池佑来,東京,A1,6.31,6.99,0.20,11,0.27,15,0.29,16,0.13,3.1,0.17,1.6,0.19,10,0.02,1,0.00,,3.6,A,,0.408,0.184,#N/A!,#N/A!,#N/A!,0.24,0.048,12:08
江戸川,03R,3,4723,寺島吉彦,東京,B1,4.49,5.91,0.10,5,0.21,10,0.15,7,0.18,3.3,0.19,2.0,0.02,1,0.07,3,0.00,0,4.8,B+,,0.375,0.25,#N/A!,#N/A!,#N/A!,0.18,0.184,12:08
江戸川,03R,4,3868,尾形栄治,東京,B1,4.65,5.29,0.04,2,0.09,5,0.24,13,0.21,4.1,0.30,4.3,0.00,0,0.02,1,0.00,0,3.8,S,,0.267,0.333,#N/A!,#N/A!,#N/A!,0.03,0.229,12:08
江戸川,03R,5,4875,大塚康雅,東京,B1,5.00,5.12,0.03,1,0.05,2,0.25,10,0.19,3.5,0.20,2.5,0.00,0,0.00,0,0.03,1,3.2,A,,0.235,0.235,#N/A!,#N/A!,#N/A!,0.09,0.156,12:08
江戸川,03R,6,5427,港理樹,東京,B2,2.35,0.00,0.02,1,0.00,0,0.07,4,0.22,4.6,0.27,5.5,0.00,0,0.01,1,0.00,0,3.2,A+,,0,0,#N/A!,#N/A!,#N/A!,0.09,0.441,12:08
江戸川,04R,1,5007,近藤雄一郎,東京,B1,5.02,5.29,0.38,15,0.20,8,0.20,8,0.16,2.9,0.13,2.2,0.23,9,0.15,6,0.10,4,4,A,,0.267,0.4,#N/A!,#N/A!,#N/A!,0.30,0.133,12:35
江戸川,04R,2,4880,澤崎雄哉,東京,B1,5.33,5.50,0.05,2,0.39,16,0.15,6,0.17,3.2,0.19,3.0,0.03,1,0.03,1,0.00,,3,B+,,0.5,0.3,#N/A!,#N/A!,#N/A!,0.17,0.138,12:35
江戸川,04R,3,4440,萩原知哉,東京,B1,4.78,4.90,0.04,2,0.10,5,0.25,13,0.16,3.3,0.21,3.0,0.02,1,0.00,0,0.02,1,3.2,A+,,0.143,0.5,#N/A!,#N/A!,#N/A!,0.08,0.105,12:35
江戸川,04R,4,5292,佐藤右京,東京,B1,3.86,3.37,0.00,0,0.00,0,0.13,5,0.20,4.3,0.32,3.5,0.00,0,0.00,0,0.00,0,2.8,C,,0.25,0.375,#N/A!,#N/A!,#N/A!,0.07,0.357,12:35
江戸川,04R,5,4575,戸塚邦好,東京,A1,5.91,6.82,0.05,2,0.14,6,0.40,17,0.15,3.1,0.19,3.6,0.00,0,0.04,2,0.02,1,3.8,A+,F,0.312,0.406,#N/A!,#N/A!,#N/A!,0.24,0.027,12:35
江戸川,04R,6,5315,浅井翼,埼玉,B1,2.67,2.69,0.06,2,0.03,1,0.06,2,0.15,3.3,0.30,5.8,0.02,1,0.00,0,0.02,1,3.8,C,未消化F,1,0,#N/A!,#N/A!,#N/A!,0.40,0.316,12:35
江戸川,05R,1,3202,三品隆浩,東京,B1,4.12,5.28,0.30,13,0.30,13,0.07,3,0.20,3.9,0.11,1.8,0.26,11,0.31,13,0.12,5,4,A+,,0.417,0.083,#N/A!,#N/A!,#N/A!,0.12,0.212,13:02
江戸川,05R,2,4366,前沢丈史,東京,A1,6.85,6.90,0.17,10,0.33,19,0.22,13,0.14,2.8,0.19,2.0,0.13,7,0.00,0,0.00,,3.4,A,,0.269,0.327,#N/A!,#N/A!,#N/A!,0.24,0.024,13:02
江戸川,05R,3,4598,加藤政彦,東京,A1,5.23,6.26,0.23,10,0.32,14,0.16,7,0.12,1.9,0.18,2.0,0.05,2,0.07,3,0.09,4,4.8,B+,F,0.276,0.207,#N/A!,#N/A!,#N/A!,0.54,0,13:02
江戸川,05R,4,3340,池田雷太,東京,B1,4.86,5.32,0.06,3,0.14,7,0.08,4,0.18,3.4,0.23,4.3,0.00,0,0.04,2,0.02,1,3,B+,,0.263,0.421,#N/A!,#N/A!,#N/A!,0.14,0.083,13:02
江戸川,05R,5,3277,齋藤勇,東京,B1,4.14,4.91,0.02,1,0.07,3,0.13,6,0.17,3.4,0.30,3.7,0.00,0,0.02,1,0.00,0,2.3,B+,,0.385,0.231,#N/A!,#N/A!,#N/A!,0.21,0.118,13:02
江戸川,05R,6,5279,石渡翔一郎,東京,B1,4.86,5.30,0.04,1,0.15,4,0.07,2,0.16,3.5,0.18,2.3,0.00,0,0.00,0,0.00,0,5,B+,F,0.375,0.312,#N/A!,#N/A!,#N/A!,0.14,0.095,13:02
江戸川,06R,1,4945,上村宏太,東京,B1,4.30,5.26,0.21,6,0.25,7,0.14,4,0.18,4.0,0.19,2.5,0.36,10,0.25,7,0.14,4,2.2,C,,0,0.5,#N/A!,#N/A!,#N/A!,0.13,0.25,13:29
江戸川,06R,2,4318,桑原将光,東京,B1,5.55,6.24,0.20,11,0.18,10,0.27,15,0.18,3.6,0.15,3.5,0.11,6,0.04,2,0.00,,2.6,B+,,0.464,0.286,#N/A!,#N/A!,#N/A!,0.15,0.152,13:29
江戸川,06R,3,5063,大塚雅治,東京,B1,4.49,3.93,0.09,4,0.14,6,0.19,8,0.18,3.9,0.24,3.7,0.00,0,0.05,2,0.05,2,2.8,C,F,0.5,0.25,#N/A!,#N/A!,#N/A!,0.06,0.242,13:29
江戸川,06R,4,3940,飯山泰,東京,A1,6.32,6.07,0.20,11,0.13,7,0.23,13,0.14,2.8,0.16,2.3,0.02,1,0.16,10,0.00,0,3.8,B+,,0.417,0.167,#N/A!,#N/A!,#N/A!,0.24,0.02,13:29
江戸川,06R,5,4644,山田亮太,東京,A2,6.21,5.21,0.08,3,0.21,8,0.24,9,0.16,2.9,0.15,3.2,0.00,0,0.00,0,0.07,3,3.6,C,,0.273,0.303,#N/A!,#N/A!,#N/A!,0.25,0.094,13:29
江戸川,06R,6,3313,本吉正樹,東京,B1,4.35,4.80,0.00,0,0.00,0,0.05,2,0.20,4.3,0.20,2.7,0.00,0,0.00,0,0.00,0,3.6,C,,0.583,0.25,#N/A!,#N/A!,#N/A!,0.03,0.323,13:29
江戸川,07R,1,4723,寺島吉彦,東京,B1,4.49,5.91,0.25,9,0.33,12,0.14,5,0.18,3.5,0.19,2.0,0.31,11,0.29,10,0.11,4,4.8,B+,,0.375,0.25,#N/A!,#N/A!,#N/A!,0.23,0.2,13:56
江戸川,07R,2,4619,伏田裕隆,東京,A2,4.72,5.64,0.14,6,0.14,6,0.19,8,0.18,3.0,0.19,2.3,0.07,2,0.03,1,0.00,,4,A,,0.417,0.25,#N/A!,#N/A!,#N/A!,0.17,0.083,13:56
江戸川,07R,3,4379,桑島和宏,東京,A1,5.66,6.28,0.17,10,0.24,14,0.24,14,0.14,2.4,0.18,3.3,0.02,1,0.04,2,0.05,3,5.6,A+,,0.244,0.293,#N/A!,#N/A!,#N/A!,0.30,0.023,13:56
江戸川,07R,4,5242,高山弘斗,埼玉,B1,3.74,3.33,0.08,3,0.11,4,0.14,5,0.15,3.2,0.19,1.6,0.03,1,0.00,0,0.00,0,2.6,C,,0.286,0.571,#N/A!,#N/A!,#N/A!,0.29,0.167,13:56
江戸川,07R,5,4258,関根彰人,埼玉,B1,4.69,5.78,0.02,1,0.08,4,0.14,7,0.19,4.0,0.17,2.5,0.00,0,0.00,0,0.04,2,2.8,B+,,0.381,0.429,#N/A!,#N/A!,#N/A!,0.02,0.095,13:56
江戸川,07R,6,3303,渡辺豊,東京,B1,5.19,6.34,0.02,1,0.02,1,0.17,8,0.22,5.2,0.20,3.2,0.00,0,0.00,0,0.00,0,3.8,A+,,0.32,0.24,#N/A!,#N/A!,#N/A!,0.03,0.5,13:56
江戸川,08R,1,4641,磯村匠,東京,B1,5.01,5.36,0.47,18,0.18,7,0.03,1,0.17,3.4,0.30,4.5,0.17,6,0.25,9,0.14,5,4,A,,0.25,0.5,#N/A!,#N/A!,#N/A!,0.27,0.167,14:24
