レース場,レース回,枠番,登録番号,選手名,支部,級別,全国勝率,当地勝率,1着率,1着数,2着率,2着数,3着率,3着数,コース平均st,コース平均st順位,今節平均st,今節平均st順位,差し率,差し数,まくり率,まくり数,まくり差し率,まくり差し数,M指数,activepoint,FL,1-2率,1-3率,M総合評価,出足,伸び足,コースstトップ率,コースst最下位率
桐生,07R,6,3716,石渡鉄兵,東京,A1,6.46,7.65,0.02,1,0.10,5,0.26,13,0.13,3.4,0.14,4.5,0.00,0,0.00,0,0.02,1,2.2,C,未消化F,,,D,3,2,0.26,0.21
桐生,08R,1,4604,岩瀬裕亮,愛知,A1,6.88,6.46,0.84,59,0.07,5,0.04,3,0.13,2.2,0.23,5.0,0.07,5,0.01,1,0.06,4,3.4,A+,,,,B,5,3,0.52,0.02
桐生,08R,2,3941,池田浩二,愛知,A1,8.09,8.11,0.17,8,0.37,17,0.24,11,0.13,3.3,0.09,3.3,0.07,3,0.02,1,0.00,,2.6,A,,,,B,5,3,0.16,0.11
桐生,08R,3,4759,今泉友吾,東京,A1,6.72,6.72,0.14,6,0.32,14,0.32,14,0.15,3.6,0.20,5.0,0.00,0,0.02,1,0.07,3,2.8,C,,,,C,4,3,0.21,0.11
桐生,08R,4,5257,西丸侑太朗,香川,A1,6.34,6.50,0.23,14,0.24,15,0.18,11,0.15,3.0,0.16,4.0,0.02,1,0.06,4,0.13,8,3,B+,,,,B,5,3,0.17,0.02
桐生,08R,5,4851,関浩哉,群馬,A1,7.54,7.55,0.20,9,0.23,10,0.25,11,0.13,3.1,0.19,3.0,0.02,1,0.02,1,0.14,6,3.3,B+,,,,D,2,3,0.15,0.10
桐生,08R,6,4760,山崎郡,大阪,A1,7.40,7.59,0.08,4,0.19,10,0.13,7,0.13,3.7,0.16,4.3,0.00,0,0.02,1,0.05,2,2.4,C,,,,C,4,3,0.09,0.21
桐生,09R,1,4573,佐藤翼,埼玉,A1,7.15,4.25,0.76,44,0.10,6,0.10,6,0.13,2.8,0.12,3.3,0.09,5,0.07,4,0.09,5,3.6,C,,,,C,3,4,0.21,0.07
桐生,09R,2,4044,湯川浩司,大阪,A1,7.08,6.73,0.21,10,0.40,19,0.19,9,0.12,3.3,0.13,3.0,0.04,2,0.13,6,0.00,,3.4,B+,,,,C,4,3,0.09,0.06
桐生,09R,3,4719,上條暢嵩,大阪,A1,7.14,9.30,0.25,13,0.15,8,0.17,9,0.14,3.3,0.08,1.6,0.02,1,0.13,7,0.08,4,3,C,,,,C,4,3,0.09,0.14
桐生,09R,4,4002,古結宏,兵庫,A1,6.49,5.96,0.22,10,0.16,7,0.24,11,0.14,2.8,0.12,4.3,0.02,1,0.04,2,0.08,4,3.4,C,,,,B,5,3,0.22,0.05
桐生,09R,5,4166,吉田拡郎,岡山,A1,6.84,7.13,0.12,6,0.10,5,0.20,10,0.12,2.7,0.11,2.3,0.00,0,0.04,2,0.10,5,3,A+,,,,A,5,4,0.33,0.00
桐生,09R,6,4294,古賀繁輝,佐賀,A1,6.73,5.69,0.17,8,0.19,9,0.15,7,0.15,3.5,0.09,1.0,0.00,0,0.09,4,0.07,3,4,A,,,,C,3,4,0.25,0.19
桐生,10R,1,4168,石野貴之,大阪,A1,6.51,6.14,0.75,54,0.13,9,0.06,4,0.14,2.9,0.16,2.5,0.09,7,0.03,2,0.11,8,3,-,,,,B,5,3,0.34,0.12
桐生,10R,2,4337,平本真之,愛知,A1,7.33,6.18,0.17,9,0.31,16,0.12,6,0.14,3.3,0.14,2.6,0.08,4,0.00,0,0.00,,3,B+,,,,C,3,3,0.20,0.12
桐生,10R,3,4754,松尾充,三重,A1,6.07,6.24,0.27,12,0.38,17,0.16,7,0.15,2.9,0.07,1.0,0.05,2,0.09,4,0.07,3,3.4,C,,,,C,3,3,0.21,0.06
桐生,10R,4,4547,中田竜太,埼玉,A1,6.77,6.96,0.11,5,0.36,17,0.19,9,0.14,3.7,0.17,2.6,0.02,1,0.08,4,0.02,1,2.2,B+,,,,C,4,3,0.11,0.22
桐生,10R,5,4980,佐々木完太,山口,A1,7.22,6.50,0.10,5,0.21,10,0.23,11,0.14,3.1,0.16,4.0,0.02,1,0.02,1,0.11,6,3.3,S,,,,B,4,4,0.16,0.00
桐生,10R,6,3897,白井英治,山口,A1,7.23,0.00,0.07,3,0.17,7,0.27,11,0.14,4.1,0.09,2.6,0.00,0,0.00,0,0.00,0,3.2,-,,,,A,5,4,0.17,0.44
桐生,11R,1,5121,定松勇樹,佐賀,A1,7.95,7.78,0.73,47,0.17,11,0.03,2,0.14,3.3,0.11,3.0,0.05,3,0.11,7,0.08,5,2.7,-,,,,C,3,4,0.22,0.18
桐生,11R,2,4364,池永太,福岡,A1,6.50,8.33,0.24,11,0.22,10,0.18,8,0.14,2.8,0.06,1.6,0.09,4,0.13,6,0.00,,4,C,,,,C,3,4,0.32,0.14
桐生,11R,3,4959,井上忠政,大阪,A1,6.89,6.70,0.19,9,0.30,14,0.30,14,0.16,3.8,0.12,3.3,0.00,0,0.11,5,0.04,2,5,S,,,,A,4,5,0.14,0.19
桐生,11R,4,4713,白神優,岡山,A1,6.69,5.42,0.15,8,0.23,12,0.23,12,0.15,2.7,0.14,2.6,0.04,2,0.04,2,0.04,2,3,A+,未消化F,,,B,4,4,0.23,0.05
桐生,11R,5,4262,馬場貴也,滋賀,A1,6.90,6.17,0.13,6,0.20,9,0.16,7,0.15,4.0,0.16,4.0,0.00,0,0.00,0,0.06,3,3.2,A,,,,B,5,3,0.13,0.20
桐生,11R,6,4537,渡邉和将,岡山,A1,6.69,5.88,0.10,5,0.10,5,0.20,10,0.16,4.0,0.06,2.0,0.00,0,0.00,0,0.05,2,3.2,-,,,,C,3,4,0.12,0.15
桐生,12R,1,5257,西丸侑太朗,香川,A1,6.34,6.50,0.59,38,0.09,6,0.13,8,0.17,3.7,0.16,4.0,0.02,1,0.23,15,0.11,7,3,B+,,0.32,0.32,B,5,3,0.20,0.17
桐生,12R,2,5217,藤原碧生,岡山,A1,6.75,7.39,0.28,13,0.23,11,0.21,10,0.15,3.5,0.11,3.6,0.14,6,0.07,3,0.00,,3,A,,,,B,5,3,0.13,0.10
桐生,12R,3,4743,木村仁紀,滋賀,A1,6.58,6.36,0.31,17,0.33,18,0.20,11,0.14,2.5,0.16,4.6,0.04,2,0.10,5,0.16,8,2.7,C,,,,C,3,3,0.26,0.03
桐生,12R,4,4772,石丸海渡,香川,A1,6.38,6.80,0.23,10,0.25,11,0.27,12,0.11,2.1,0.12,2.6,0.02,1,0.17,7,0.07,3,2.8,A,未消化F,,,B,4,4,0.41,0.00
桐生,12R,5,3716,石渡鉄兵,東京,A1,6.46,7.65,0.08,4,0.14,7,0.20,10,0.12,2.5,0.14,4.5,0.00,0,0.04,2,0.04,2,2.2,C,未消化F,,,D,3,2,0.32,0.07
桐生,12R,6,4645,上村純一,群馬,A1,6.40,6.58,0.08,4,0.12,6,0.18,9,0.16,2.8,0.11,2.3,0.04,2,0.02,1,0.02,1,2.8,-,,,,C,3,3,0.28,0.08
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,6,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,1,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,2,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,3,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,4,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
,,5,,,,,,,,,,,,,,,,,0.00,,0.00,,0.00,,,,,,,総合,出足,伸び足,,
